"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,98144,98144,60,990,2000
"2",2,97154,97154,60,1020,2075
"3",3,96134,96134,60,1050,2150
"4",4,95084,95084,60,1110,2225
"5",5,93974,93974,60,1140,2300
"6",6,92834,92834,60,1170,2375
"7",7,91664,91664,60,1200,2450
"8",8,90464,90464,60,1260,2525
"9",9,89204,89204,60,1290,2600
"10",10,87914,87914,60,1320,2675
"11",11,86594,86594,60,1350,2750
"12",12,85244,85244,60,1410,2825
"13",13,83834,83834,60,1440,2900
"14",14,82394,82394,60,1470,2975
"15",15,80924,80924,60,1500,3050
"16",16,79424,79424,60,1560,3125
"17",17,77864,77864,60,1590,3200
"18",18,76274,76274,60,1620,3275
"19",19,74654,74654,60,1650,3350
"20",20,73004,73004,60,1710,3425
"21",21,71294,71294,60,1740,3500
"22",22,69554,69554,60,1770,3575
"23",23,67784,67784,60,1800,3650
"24",24,65984,65984,60,1860,3725
"25",25,64124,64124,60,1890,3800
"26",26,62234,62234,60,1920,3875
"27",27,60314,60314,60,1950,3950
"28",28,58364,58364,60,2010,4025
"29",29,56354,56354,60,2040,4100
"30",30,54314,54314,60,2070,4175
"31",31,52244,52244,60,2100,4250
"32",32,50144,50144,60,2160,4325
"33",33,47984,47984,60,2190,4400
"34",34,45794,45794,60,2220,4475
"35",35,43574,43574,60,2250,4550
"36",36,41324,41324,60,2310,4625
"37",37,39014,39014,60,2340,4700
"38",38,36674,36674,60,2370,4775
"39",39,34304,34304,60,2400,4850
"40",40,31904,31904,60,2460,4925
"41",41,29444,29444,60,2490,5000
"42",42,26954,26954,60,2520,5075
"43",43,24434,24434,60,2550,5150
"44",44,21884,21884,60,2610,5225
"45",45,19274,19274,60,2640,5300
"46",46,16634,16634,60,2670,5375
"47",47,13964,13964,60,2700,5450
"48",48,11264,11264,60,2760,5525
"49",49,8504,8504,60,2790,5600
"50",50,5736,5736,60,2820,5675
