"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,98688,98688,60,990,2000
"2",2,97698,97698,60,1020,2075
"3",3,96678,96678,60,1050,2150
"4",4,95628,95628,60,1110,2225
"5",5,94518,94518,60,1140,2300
"6",6,93378,93378,60,1170,2375
"7",7,92208,92208,60,1200,2450
"8",8,91008,91008,60,1260,2525
"9",9,89748,89748,60,1290,2600
"10",10,88458,88458,60,1320,2675
"11",11,87138,87138,60,1350,2750
"12",12,85788,85788,60,1410,2825
"13",13,84378,84378,60,1440,2900
"14",14,82938,82938,60,1470,2975
"15",15,81468,81468,60,1500,3050
"16",16,79968,79968,60,1560,3125
"17",17,78408,78408,60,1590,3200
"18",18,76818,76818,60,1620,3275
"19",19,75198,75198,60,1650,3350
"20",20,73548,73548,60,1710,3425
"21",21,71838,71838,60,1740,3500
"22",22,70098,70098,60,1770,3575
"23",23,68328,68328,60,1800,3650
"24",24,66528,66528,60,1860,3725
"25",25,64668,64668,60,1890,3800
"26",26,62778,62778,60,1920,3875
"27",27,60858,60858,60,1950,3950
"28",28,58908,58908,60,2010,4025
"29",29,56898,56898,60,2040,4100
"30",30,54858,54858,60,2070,4175
"31",31,52788,52788,60,2100,4250
"32",32,50688,50688,60,2160,4325
"33",33,48528,48528,60,2190,4400
"34",34,46338,46338,60,2220,4475
"35",35,44118,44118,60,2250,4550
"36",36,41868,41868,60,2310,4625
"37",37,39558,39558,60,2340,4700
"38",38,37218,37218,60,2370,4775
"39",39,34848,34848,60,2400,4850
"40",40,32448,32448,60,2460,4925
"41",41,29988,29988,60,2490,5000
"42",42,27498,27498,60,2520,5075
"43",43,24978,24978,60,2550,5150
"44",44,22428,22428,60,2610,5225
"45",45,19818,19818,60,2640,5300
"46",46,17178,17178,60,2670,5375
"47",47,14508,14508,60,2700,5450
"48",48,11808,11808,60,2760,5525
"49",49,9048,9048,60,2790,5600
"50",50,6258,6258,60,2820,5675
