"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,97412,97412,60,990,2000
"2",2,96422,96422,60,1020,2075
"3",3,95402,95402,60,1050,2150
"4",4,94352,94352,60,1110,2225
"5",5,93242,93242,60,1140,2300
"6",6,92102,92102,60,1170,2375
"7",7,90932,90932,60,1200,2450
"8",8,89732,89732,60,1260,2525
"9",9,88472,88472,60,1290,2600
"10",10,87182,87182,60,1320,2675
"11",11,85862,85862,60,1350,2750
"12",12,84512,84512,60,1410,2825
"13",13,83102,83102,60,1440,2900
"14",14,81662,81662,60,1470,2975
"15",15,80192,80192,60,1500,3050
"16",16,78692,78692,60,1560,3125
"17",17,77132,77132,60,1590,3200
"18",18,75542,75542,60,1620,3275
"19",19,73922,73922,60,1650,3350
"20",20,72272,72272,60,1710,3425
"21",21,70562,70562,60,1740,3500
"22",22,68822,68822,60,1770,3575
"23",23,67052,67052,60,1800,3650
"24",24,65252,65252,60,1860,3725
"25",25,63392,63392,60,1890,3800
"26",26,61502,61502,60,1920,3875
"27",27,59582,59582,60,1950,3950
"28",28,57632,57632,60,2010,4025
"29",29,55622,55622,60,2040,4100
"30",30,53582,53582,60,2070,4175
"31",31,51512,51512,60,2100,4250
"32",32,49412,49412,60,2160,4325
"33",33,47252,47252,60,2190,4400
"34",34,45062,45062,60,2220,4475
"35",35,42842,42842,60,2250,4550
"36",36,40592,40592,60,2310,4625
"37",37,38282,38282,60,2340,4700
"38",38,35942,35942,60,2370,4775
"39",39,33572,33572,60,2400,4850
"40",40,31172,31172,60,2460,4925
"41",41,28712,28712,60,2490,5000
"42",42,26222,26222,60,2520,5075
"43",43,23702,23702,60,2550,5150
"44",44,21152,21152,60,2610,5225
"45",45,18542,18542,60,2640,5300
"46",46,15902,15902,60,2670,5375
"47",47,13232,13232,60,2700,5450
"48",48,10532,10532,60,2760,5525
"49",49,7772,7772,60,2790,5600
"50",50,5002,5002,60,2820,5675
