"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,98231,98231,60,990,2000
"2",2,97241,97241,60,1020,2075
"3",3,96221,96221,60,1050,2150
"4",4,95171,95171,60,1110,2225
"5",5,94061,94061,60,1140,2300
"6",6,92921,92921,60,1170,2375
"7",7,91751,91751,60,1200,2450
"8",8,90551,90551,60,1260,2525
"9",9,89291,89291,60,1290,2600
"10",10,88001,88001,60,1320,2675
"11",11,86681,86681,60,1350,2750
"12",12,85331,85331,60,1410,2825
"13",13,83921,83921,60,1440,2900
"14",14,82481,82481,60,1470,2975
"15",15,81011,81011,60,1500,3050
"16",16,79511,79511,60,1560,3125
"17",17,77951,77951,60,1590,3200
"18",18,76361,76361,60,1620,3275
"19",19,74741,74741,60,1650,3350
"20",20,73091,73091,60,1710,3425
"21",21,71381,71381,60,1740,3500
"22",22,69641,69641,60,1770,3575
"23",23,67871,67871,60,1800,3650
"24",24,66071,66071,60,1860,3725
"25",25,64211,64211,60,1890,3800
"26",26,62321,62321,60,1920,3875
"27",27,60401,60401,60,1950,3950
"28",28,58451,58451,60,2010,4025
"29",29,56441,56441,60,2040,4100
"30",30,54401,54401,60,2070,4175
"31",31,52331,52331,60,2100,4250
"32",32,50231,50231,60,2160,4325
"33",33,48071,48071,60,2190,4400
"34",34,45881,45881,60,2220,4475
"35",35,43661,43661,60,2250,4550
"36",36,41411,41411,60,2310,4625
"37",37,39101,39101,60,2340,4700
"38",38,36761,36761,60,2370,4775
"39",39,34391,34391,60,2400,4850
"40",40,31991,31991,60,2460,4925
"41",41,29531,29531,60,2490,5000
"42",42,27041,27041,60,2520,5075
"43",43,24521,24521,60,2550,5150
"44",44,21971,21971,60,2610,5225
"45",45,19361,19361,60,2640,5300
"46",46,16721,16721,60,2670,5375
"47",47,14051,14051,60,2700,5450
"48",48,11351,11351,60,2760,5525
"49",49,8591,8591,60,2790,5600
"50",50,5801,5801,60,2820,5675
