"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,97617,97617,60,990,2000
"2",2,96627,96627,60,1020,2075
"3",3,95607,95607,60,1050,2150
"4",4,94557,94557,60,1110,2225
"5",5,93447,93447,60,1140,2300
"6",6,92307,92307,60,1170,2375
"7",7,91137,91137,60,1200,2450
"8",8,89937,89937,60,1260,2525
"9",9,88677,88677,60,1290,2600
"10",10,87387,87387,60,1320,2675
"11",11,86067,86067,60,1350,2750
"12",12,84717,84717,60,1410,2825
"13",13,83307,83307,60,1440,2900
"14",14,81867,81867,60,1470,2975
"15",15,80397,80397,60,1500,3050
"16",16,78897,78897,60,1560,3125
"17",17,77337,77337,60,1590,3200
"18",18,75747,75747,60,1620,3275
"19",19,74127,74127,60,1650,3350
"20",20,72477,72477,60,1710,3425
"21",21,70767,70767,60,1740,3500
"22",22,69027,69027,60,1770,3575
"23",23,67257,67257,60,1800,3650
"24",24,65457,65457,60,1860,3725
"25",25,63597,63597,60,1890,3800
"26",26,61707,61707,60,1920,3875
"27",27,59787,59787,60,1950,3950
"28",28,57837,57837,60,2010,4025
"29",29,55827,55827,60,2040,4100
"30",30,53787,53787,60,2070,4175
"31",31,51717,51717,60,2100,4250
"32",32,49617,49617,60,2160,4325
"33",33,47457,47457,60,2190,4400
"34",34,45267,45267,60,2220,4475
"35",35,43047,43047,60,2250,4550
"36",36,40797,40797,60,2310,4625
"37",37,38487,38487,60,2340,4700
"38",38,36147,36147,60,2370,4775
"39",39,33777,33777,60,2400,4850
"40",40,31377,31377,60,2460,4925
"41",41,28917,28917,60,2490,5000
"42",42,26427,26427,60,2520,5075
"43",43,23907,23907,60,2550,5150
"44",44,21357,21357,60,2610,5225
"45",45,18747,18747,60,2640,5300
"46",46,16107,16107,60,2670,5375
"47",47,13437,13437,60,2700,5450
"48",48,10737,10737,60,2760,5525
"49",49,7977,7977,60,2790,5600
"50",50,5209,5209,60,2820,5675
