"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,98558,98558,60,990,2000
"2",2,97568,97568,60,1020,2075
"3",3,96548,96548,60,1050,2150
"4",4,95498,95498,60,1110,2225
"5",5,94388,94388,60,1140,2300
"6",6,93248,93248,60,1170,2375
"7",7,92078,92078,60,1200,2450
"8",8,90878,90878,60,1260,2525
"9",9,89618,89618,60,1290,2600
"10",10,88328,88328,60,1320,2675
"11",11,87008,87008,60,1350,2750
"12",12,85658,85658,60,1410,2825
"13",13,84248,84248,60,1440,2900
"14",14,82808,82808,60,1470,2975
"15",15,81338,81338,60,1500,3050
"16",16,79838,79838,60,1560,3125
"17",17,78278,78278,60,1590,3200
"18",18,76688,76688,60,1620,3275
"19",19,75068,75068,60,1650,3350
"20",20,73418,73418,60,1710,3425
"21",21,71708,71708,60,1740,3500
"22",22,69968,69968,60,1770,3575
"23",23,68198,68198,60,1800,3650
"24",24,66398,66398,60,1860,3725
"25",25,64538,64538,60,1890,3800
"26",26,62648,62648,60,1920,3875
"27",27,60728,60728,60,1950,3950
"28",28,58778,58778,60,2010,4025
"29",29,56768,56768,60,2040,4100
"30",30,54728,54728,60,2070,4175
"31",31,52658,52658,60,2100,4250
"32",32,50558,50558,60,2160,4325
"33",33,48398,48398,60,2190,4400
"34",34,46208,46208,60,2220,4475
"35",35,43988,43988,60,2250,4550
"36",36,41738,41738,60,2310,4625
"37",37,39428,39428,60,2340,4700
"38",38,37088,37088,60,2370,4775
"39",39,34718,34718,60,2400,4850
"40",40,32318,32318,60,2460,4925
"41",41,29858,29858,60,2490,5000
"42",42,27368,27368,60,2520,5075
"43",43,24848,24848,60,2550,5150
"44",44,22298,22298,60,2610,5225
"45",45,19688,19688,60,2640,5300
"46",46,17048,17048,60,2670,5375
"47",47,14378,14378,60,2700,5450
"48",48,11678,11678,60,2760,5525
"49",49,8918,8918,60,2790,5600
"50",50,6153,6153,60,2820,5675
