"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,1124766,1124766,59,120,400,499.656946890636
"2",2,1124646,1124646,59,120,404.0816,499.656946890636
"3",3,1124526,1124526,62,120,408.1632,529.560023322844
"4",4,1124406,1124406,55,140,412.2448,451.743629352886
"5",5,1124266,1124266,64,120,416.3264,546.524767348511
"6",6,1124146,1124146,57,140,420.408,472.474554159532
"7",7,1124006,1124006,59,140,424.4896,496.343127216386
"8",8,1123866,1123866,63,120,428.5712,532.149030571937
"9",9,1123746,1123746,55,140,432.6528,450.909115770703
"10",10,1123606,1123606,64,120,436.7344,545.272890556323
"11",11,1123486,1123486,57,140,440.816,475.314933940741
"12",12,1123346,1123346,59,140,444.8976,493.043899753687
"13",13,1123206,1123206,63,140,448.9792,534.594960826686
"14",14,1123066,1123066,55,160,453.0608,450.289260418072
"15",15,1122906,1122906,64,140,457.1424,543.82014661822
"16",16,1122766,1122766,57,160,461.224,478.262502355443
"17",17,1122606,1122606,58,160,465.3056,489.773792458137
"18",18,1122446,1122446,63,140,469.3872,536.88704357595
"19",19,1122306,1122306,54,160,473.4688,449.886792791865
"20",20,1122146,1122146,64,140,477.5504,542.172932607356
"21",21,1122006,1122006,58,160,481.632,481.304279958137
"22",22,1121846,1121846,58,160,485.7136,486.547205056378
"23",23,1121686,1121686,63,140,489.7952,539.015185767104
"24",24,1121546,1121546,54,180,493.8768,449.703485134787
"25",25,1121366,1121366,64,140,497.9584,540.3385019345
"26",26,1121226,1121226,58,160,502.04,484.426872458659
"27",27,1121066,1121066,58,160,506.121599999999,483.378345637738
"28",28,1120906,1120906,64,140,510.203199999999,540.9700162502
"29",29,1120766,1120766,54,180,514.284799999999,449.740144631409
"30",30,1120586,1120586,63,160,518.366399999999,538.324932408069
"31",31,1120426,1120426,58,180,522.447999999999,487.616529703158
"32",32,1120246,1120246,58,180,526.529599999999,480.281168089743
"33",33,1120066,1120066,64,160,530.611199999999,542.742927043285
"34",34,1119906,1119906,54,180,534.692799999999,449.996609853776
"35",35,1119726,1119726,63,160,538.774399999999,536.141090663965
"36",36,1119566,1119566,59,180,542.855999999999,490.859206222097
"37",37,1119386,1119386,57,180,546.937599999999,477.269310652981
"38",38,1119206,1119206,64,160,551.019199999999,544.326111237143
"39",39,1119046,1119046,55,200,555.100799999999,450.471751472249
"40",40,1118846,1118846,63,160,559.182399999999,533.796593121867
"41",41,1118686,1118686,59,180,563.263999999999,494.14062307866
"42",42,1118506,1118506,57,180,567.345599999999,474.356035865914
"43",43,1118326,1118326,64,160,571.427199999999,545.712597372567
"44",44,1118166,1118166,55,200,575.508799999999,451.163477228438
"45",45,1117966,1117966,63,180,579.590399999999,531.301763639882
"46",46,1117786,1117786,59,180,583.671999999999,497.446330745211
"47",47,1117606,1117606,57,200,587.753599999999,471.554172164054
"48",48,1117406,1117406,64,180,591.835199999999,546.896280138771
"49",49,1117226,1117226,55,200,595.916799999999,452.068741148344
"50",50,1117026,1117026,62,180,599.998399999999,528.667588054044
