"","time_step","sim","available_yld","sim_yield","trees","perc_yld"
"183",33,"N1c",24000,319.289050840621,1929344,1.33037104516926
"184",34,"N1c",24000,321.087155136269,1927256,1.33786314640112
"185",35,"N1c",24000,322.772143855291,1925108,1.34488393273038
"186",36,"N1c",24000,324.513072178176,1922979,1.3521378007424
"187",37,"N1c",24000,326.272511760894,1920885,1.35946879900372
"188",38,"N1c",24000,328.030814299841,1918763,1.36679505958267
"189",39,"N1c",24000,329.798561117537,1916680,1.37416067132307
"190",40,"N1c",24000,331.538110564215,1914602,1.38140879401756
"191",41,"N1c",24000,333.243848926685,1912436,1.38851603719452
"192",42,"N1c",24000,335.029995548826,1910255,1.39595831478678
"193",43,"N1c",24000,336.827079197137,1908060,1.4034461633214
"194",44,"N1c",24000,338.67779417246,1905940,1.41115747571858
"195",45,"N1c",24000,340.434737138245,1903814,1.41847807140935
"196",46,"N1c",24000,342.249166952946,1901729,1.42603819563728
"197",47,"N1c",24000,344.051595106282,1899590,1.43354831294284
"198",48,"N1c",24000,345.868047583088,1897459,1.44111686492953
"199",49,"N1c",24000,347.740930719817,1895302,1.4489205446659
"200",50,"N1c",24000,349.662310428385,1893179,1.4569262934516
"201",1,"N1d",24000,731.396081357497,1998042,3.04748367232291
"202",2,"N1d",24000,734.323276767029,1995861,3.05968031986262
"203",3,"N1d",24000,737.575517058489,1993715,3.07323132107704
"204",4,"N1d",24000,740.797855536318,1991357,3.08665773140133
"205",5,"N1d",24000,744.287922874311,1989209,3.10119967864296
"206",6,"N1d",24000,747.564802074502,1986858,3.11485334197709
"207",7,"N1d",24000,751.162060670982,1984781,3.12984191946242
"208",8,"N1d",24000,754.251583058207,1982661,3.1427149294092
"209",9,"N1d",24000,757.486158188177,1980570,3.15619232578407
"210",10,"N1d",24000,760.665412466334,1978429,3.16943921860972
"211",11,"N1d",24000,763.851989453463,1976337,3.18271662272276
"212",12,"N1d",24000,767.10740470304,1974159,3.19628085292933
"213",13,"N1d",24000,770.446788410083,1971969,3.21019495170868
"214",14,"N1d",24000,773.77910580282,1969852,3.22407960751175
"215",15,"N1d",24000,777.12317746647,1967690,3.23801323944363
"216",16,"N1d",24000,780.450298759175,1965560,3.2518762448299
"217",17,"N1d",24000,783.730025145966,1963508,3.26554177144153
"218",18,"N1d",24000,786.865121031712,1961449,3.27860467096547
"219",19,"N1d",24000,790.069846958422,1959381,3.29195769566009
"220",20,"N1d",24000,793.32562200607,1957221,3.30552342502529
"221",21,"N1d",24000,796.780348897239,1955165,3.31991812040516
"222",22,"N1d",24000,800.146577385647,1953004,3.33394407244019
"223",23,"N1d",24000,803.635248958906,1950846,3.34848020399544
"224",24,"N1d",24000,807.084470356641,1948709,3.36285195981934
"225",25,"N1d",24000,810.637119234683,1946540,3.37765466347785
"226",26,"N1d",24000,814.234268190124,1944369,3.39264278412552
"227",27,"N1d",24000,817.765800601761,1942343,3.40735750250734
"228",28,"N1d",24000,821.1339219376,1940192,3.42139134140667
"229",29,"N1d",24000,824.721138569247,1938132,3.43633807737186
"230",30,"N1d",24000,828.201353978237,1936028,3.45083897490932
"231",31,"N1d",24000,831.752233644904,1933990,3.46563430685377
"232",32,"N1d",24000,835.207048246922,1931834,3.48002936769551
"233",33,"N1d",24000,838.708311893208,1929741,3.4946179662217
"234",34,"N1d",24000,842.134275574862,1927577,3.50889281489526
"235",35,"N1d",24000,845.727188715731,1925403,3.52386328631555
"236",36,"N1d",24000,849.412403914956,1923230,3.53921834964565
"237",37,"N1d",24000,853.140814414255,1921166,3.55475339339273
"238",38,"N1d",24000,856.694644537004,1919008,3.56956101890418
"239",39,"N1d",24000,860.397856812702,1916932,3.58499107005293
"240",40,"N1d",24000,863.998820619775,1914899,3.59999508591573
"241",41,"N1d",24000,867.523200304743,1912747,3.61468000126976
"242",42,"N1d",24000,871.24951328268,1910606,3.6302063053445
"243",43,"N1d",24000,875.07585190212,1908444,3.6461493829255
"244",44,"N1d",24000,878.860531920663,1906279,3.66191888300276
"245",45,"N1d",24000,882.713920459582,1904117,3.67797466858159
"246",46,"N1d",24000,886.517419710935,1901940,3.69382258212889
"247",47,"N1d",24000,890.362420490091,1899863,3.70984341870871
"248",48,"N1d",24000,894.029105665909,1897778,3.72512127360796
"249",49,"N1d",24000,897.843000874991,1895690,3.7410125036458
"250",50,"N1d",24000,901.634610873876,1893586,3.75681087864115
"251",1,"N1e",24000,3282.39001522471,1997974,13.6766250634363
"252",2,"N1e",24000,3290.69560213527,1995545,13.7112316755636
"253",3,"N1e",24000,3300.74739324643,1993406,13.7531141385268
"254",4,"N1e",24000,3309.65460771486,1990989,13.7902275321452
"255",5,"N1e",24000,3319.62339984631,1988836,13.8317641660263
"256",6,"N1e",24000,3328.65455591216,1986759,13.8693939829673
"257",7,"N1e",24000,3337.24607090906,1984437,13.9051919621211
"258",8,"N1e",24000,3347.03560112715,1982329,13.9459816713631
"259",9,"N1e",24000,3355.85681349596,1979924,13.9827367228998
"260",10,"N1e",24000,3365.98444674251,1977709,14.0249351947605
"261",11,"N1e",24000,3375.47628374759,1975484,14.064484515615
"262",12,"N1e",24000,3384.92801257647,1973380,14.1038667190686
"263",13,"N1e",24000,3393.98208064423,1971331,14.1415920026843
"264",14,"N1e",24000,3402.74019756414,1969224,14.1780841565173
"265",15,"N1e",24000,3411.70479133244,1967030,14.2154366305518
"266",16,"N1e",24000,3421.12234933336,1964928,14.2546764555557
"267",17,"N1e",24000,3430.19654791537,1962758,14.292485616314
"268",18,"N1e",24000,3439.3979805477,1960612,14.3308249189487
"269",19,"N1e",24000,3448.66037980882,1958484,14.3694182492034
"270",20,"N1e",24000,3457.79288887745,1956324,14.4074703703227
"271",21,"N1e",24000,3467.11067107601,1954246,14.4462944628167
"272",22,"N1e",24000,3476.16301826174,1952098,14.4840125760906
"273",23,"N1e",24000,3485.45736870918,1949952,14.5227390362882
"274",24,"N1e",24000,3494.80566783384,1947830,14.561690282641
"275",25,"N1e",24000,3504.12867456319,1945691,14.6005361440133
"276",26,"N1e",24000,3513.6046959054,1943591,14.6400195662725
"277",27,"N1e",24000,3522.93001255389,1941491,14.6788750523079
"278",28,"N1e",24000,3532.09078511515,1939325,14.7170449379798
"279",29,"N1e",24000,3541.50267797076,1937144,14.7562611582115
"280",30,"N1e",24000,3551.31614427585,1934991,14.7971506011494
"281",31,"N1e",24000,3561.0309141128,1932881,14.8376288088033
"282",32,"N1e",24000,3570.36770101997,1930775,14.8765320875832
"283",33,"N1e",24000,3579.9117100022,1928649,14.9162987916758
"284",34,"N1e",24000,3589.41478045836,1926585,14.9558949185765
"285",35,"N1e",24000,3598.7501913627,1924470,14.9947924640112
"286",36,"N1e",24000,3608.29206092408,1922364,15.0345502538503
"287",37,"N1e",24000,3617.87700713283,1920219,15.0744875297201
"288",38,"N1e",24000,3627.66016126623,1918142,15.1152506719426
"289",39,"N1e",24000,3637.16534916556,1915973,15.1548556215232
"290",40,"N1e",24000,3646.95270706981,1913890,15.1956362794576
"291",41,"N1e",24000,3656.52174975172,1911770,15.2355072906322
"292",42,"N1e",24000,3666.15985750941,1909642,15.2756660729559
"293",43,"N1e",24000,3675.95164189564,1907462,15.3164651745652
"294",44,"N1e",24000,3685.89178620834,1905295,15.3578824425348
"295",45,"N1e",24000,3695.73974249303,1903208,15.398915593721
"296",46,"N1e",24000,3705.33328318594,1901078,15.4388886799414
"297",47,"N1e",24000,3715.13835605151,1898970,15.4797431502146
"298",48,"N1e",24000,3724.95476245525,1896886,15.5206448435635
"299",49,"N1e",24000,3734.67014308598,1894715,15.5611255961916
"300",50,"N1e",24000,3745.00534746179,1892656,15.6041889477575
"301",1,"N1f",24000,1992.54412839576,1998086,8.30226720164898
"302",2,"N1f",24000,1998.29460441396,1995907,8.32622751839152
"303",3,"N1f",24000,2004.93403106392,1993840,8.35389179609965
"304",4,"N1f",24000,2011.07261180882,1991716,8.37946921587007
"305",5,"N1f",24000,2017.55791026798,1989547,8.40649129278324
"306",6,"N1f",24000,2024.22314185191,1987376,8.43426309104964
"307",7,"N1f",24000,2030.75252563049,1984963,8.4614688567937
"308",8,"N1f",24000,2038.14560041219,1982610,8.4922733350508
"309",9,"N1f",24000,2045.27225578354,1980532,8.52196773243143
"310",10,"N1f",24000,2051.58674336268,1978458,8.54827809734449
"311",11,"N1f",24000,2057.8955055082,1976395,8.57456460628419
"312",12,"N1f",24000,2064.23787508006,1974340,8.60099114616693
"313",13,"N1f",24000,2070.61313408494,1972134,8.62755472535391
"314",14,"N1f",24000,2077.57287849732,1969962,8.65655366040549
"315",15,"N1f",24000,2084.30727635,1967841,8.68461365145833
"316",16,"N1f",24000,2091.00591356172,1965680,8.71252463984052
"317",17,"N1f",24000,2097.80567452722,1963550,8.74085697719675
"318",18,"N1f",24000,2104.47644413524,1961453,8.7686518505635
"319",19,"N1f",24000,2111.10529503414,1959325,8.79627206264226
"320",20,"N1f",24000,2117.83649477577,1957231,8.82431872823236
"321",21,"N1f",24000,2124.68447210708,1955148,8.85285196711282
"322",22,"N1f",24000,2131.35150641502,1952980,8.88063127672923
"323",23,"N1f",24000,2138.33974101066,1950885,8.90974892087775
"324",24,"N1f",24000,2145.17974072429,1948694,8.93824891968452
"325",25,"N1f",24000,2152.16372015696,1946499,8.96734883398733
"326",26,"N1f",24000,2159.32335016064,1944369,8.99718062566934
"327",27,"N1f",24000,2166.25347300751,1942305,9.02605613753129
"328",28,"N1f",24000,2172.95275421002,1940192,9.0539698092084
"329",29,"N1f",24000,2179.65781361994,1937996,9.08190755674976
"330",30,"N1f",24000,2186.7876635208,1935840,9.11161526466999
"331",31,"N1f",24000,2193.88428846468,1933724,9.14118453526948
"332",32,"N1f",24000,2200.79153357705,1931502,9.16996472323769
"333",33,"N1f",24000,2208.1214368323,1929451,9.20050598680123
"334",34,"N1f",24000,2214.88957629461,1927331,9.22870656789419
"335",35,"N1f",24000,2221.96349446587,1925213,9.25818122694112
"336",36,"N1f",24000,2229.03074188924,1923079,9.28762809120516
"337",37,"N1f",24000,2236.11627686483,1920908,9.31715115360347
"338",38,"N1f",24000,2243.4334840859,1918737,9.34763951702456
"339",39,"N1f",24000,2250.69297172811,1916639,9.37788738220046
"340",40,"N1f",24000,2257.75176869142,1914507,9.40729903621426
"341",41,"N1f",24000,2265.01267704435,1912351,9.43755282101812
"342",42,"N1f",24000,2272.35590009806,1910239,9.4681495837419
"343",43,"N1f",24000,2279.50985487586,1908087,9.49795772864943
"344",44,"N1f",24000,2286.93343526367,1905888,9.52888931359863
"345",45,"N1f",24000,2294.55374143843,1903671,9.56064058932679
"346",46,"N1f",24000,2302.26054892133,1901473,9.59275228717219
"347",47,"N1f",24000,2309.8759384257,1899364,9.62448307677374
"348",48,"N1f",24000,2317.27688044276,1897216,9.65532033517818
"349",49,"N1f",24000,2324.76459142899,1895108,9.68651913095411
"350",50,"N1f",24000,2332.13956276752,1892934,9.717248178198
