"","Time","Manager_budget","User_budget"
"1",1,465.766185374942,800
"2",2,467.163483931067,804.081647058823
"3",3,468.560782487191,808.163294117647
"4",4,469.958081043316,812.24494117647
"5",5,471.355379599441,816.326588235294
"6",6,472.752678155566,820.408235294117
"7",7,474.149976711691,824.489882352941
"8",8,475.547275267816,828.571529411764
"9",9,476.94457382394,832.653176470588
"10",10,478.341872380065,836.734823529411
"11",11,479.73917093619,840.816470588235
"12",12,481.136469492315,844.898117647058
"13",13,482.53376804844,848.979764705882
"14",14,483.931066604565,853.061411764705
"15",15,485.328365160689,857.143058823529
"16",16,486.725663716814,861.224705882352
"17",17,488.122962272939,865.306352941176
"18",18,489.520260829064,869.387999999999
"19",19,490.917559385189,873.469647058823
"20",20,492.314857941313,877.551294117646
"21",21,493.712156497438,881.63294117647
"22",22,495.109455053563,885.714588235293
"23",23,496.506753609688,889.796235294117
"24",24,497.904052165813,893.87788235294
"25",25,499.301350721938,897.959529411763
"26",26,500.698649278062,902.041176470587
"27",27,502.095947834187,906.12282352941
"28",28,503.493246390312,910.204470588234
"29",29,504.890544946437,914.286117647057
"30",30,506.287843502562,918.367764705881
"31",31,507.685142058686,922.449411764704
"32",32,509.082440614811,926.531058823528
"33",33,510.479739170936,930.612705882351
"34",34,511.877037727061,934.694352941175
"35",35,513.274336283186,938.775999999998
"36",36,514.671634839311,942.857647058822
"37",37,516.068933395435,946.939294117645
"38",38,517.46623195156,951.020941176469
"39",39,518.863530507685,955.102588235292
"40",40,520.26082906381,959.184235294116
"41",41,521.658127619935,963.265882352939
"42",42,523.05542617606,967.347529411763
"43",43,524.452724732184,971.429176470586
"44",44,525.850023288309,975.51082352941
"45",45,527.247321844434,979.592470588233
"46",46,528.644620400559,983.674117647057
"47",47,530.041918956684,987.75576470588
"48",48,531.439217512809,991.837411764703
"49",49,532.836516068933,995.919058823527
"50",50,534.233814625058,1000.00070588235
