"","Time","Manager_budget","User_budget"
"1",1,499.794111629865,800
"2",2,517.740882845725,804.081647058823
"3",3,471.038229271331,808.163294117647
"4",4,527.922523535923,812.24494117647
"5",5,483.480198760374,816.326588235294
"6",6,497.80527400377,820.408235294117
"7",7,519.294713632367,824.489882352941
"8",8,470.537383668708,828.571529411764
"9",9,527.171191263112,832.653176470588
"10",10,485.18489447003,836.734823529411
"11",11,495.825194108099,840.816470588235
"12",12,520.762674656091,844.898117647058
"13",13,470.165368360323,848.979764705882
"14",14,526.299305617785,853.061411764705
"15",15,486.953921014897,857.143058823529
"16",16,493.86259110912,861.224705882352
"17",17,522.138301836195,865.306352941176
"18",18,469.923821493876,869.387999999999
"19",19,525.3107058975,873.469647058823
"20",20,488.77948858982,877.551294117646
"21",21,491.926107214607,881.63294117647
"22",22,523.415537678669,885.714588235293
"23",23,469.813806706897,889.796235294117
"24",24,524.209745343434,893.87788235294
"25",25,490.653558414517,897.959529411763
"26",26,490.024269618382,902.041176470587
"27",27,524.588757950016,906.12282352941
"28",28,469.835808443081,910.204470588234
"29",29,523.001271971136,914.286117647057
"30",30,492.567878131882,918.367764705881
"31",31,488.165452951315,922.449411764704
"32",32,525.652796443238,926.531058823528
"33",33,469.989729819067,930.612705882351
"34",34,521.69060722258,934.694352941175
"35",35,494.514018146752,938.775999999998
"36",36,486.357842404123,942.857647058822
"37",37,526.602967726923,946.939294117645
"38",38,470.274893051057,951.020941176469
"39",39,520.283522533499,955.102588235292
"40",40,496.483408745144,959.184235294116
"41",41,484.609397684365,963.265882352939
"42",42,527.435087777274,967.347529411763
"43",43,470.690042439402,971.429176470586
"44",44,518.786213919208,975.51082352941
"45",45,498.467377830486,979.592470588233
"46",46,482.927817966328,983.674117647057
"47",47,528.145492402209,987.75576470588
"48",48,471.233349897995,991.837411764703
"49",49,517.205274690811,995.919058823527
"50",50,500.457189110689,1000.00070588235
