"","Time","Manager_budget","User_budget"
"1",1,497.457274308912,800
"2",2,532.0489307966,804.081647058823
"3",3,539.557162281703,808.163294117647
"4",4,516.411908113041,812.24494117647
"5",5,483.173611113035,816.326588235294
"6",6,467.639015504029,820.408235294117
"7",7,482.634471835581,824.489882352941
"8",8,516.254650975596,828.571529411764
"9",9,541.975214028658,832.653176470588
"10",10,540.064183995962,836.734823529411
"11",11,512.956083622783,840.816470588235
"12",12,482.555677159975,844.898117647058
"13",13,472.19628785329,848.979764705882
"14",14,488.125070131632,853.061411764705
"15",15,515.274656898976,857.143058823529
"16",16,530.164834721701,861.224705882352
"17",17,519.982594720009,865.306352941176
"18",18,492.349825568622,869.387999999999
"19",19,468.344885997045,873.469647058823
"20",20,465.0795134051,877.551294117646
"21",21,482.273508917207,881.63294117647
"22",22,503.4454412605,885.714588235293
"23",23,510.084146303388,889.796235294117
"24",24,496.732898140801,893.87788235294
"25",25,474.71215981786,897.959529411763
"26",26,462.001505186099,902.041176470587
"27",27,468.211476488159,906.12282352941
"28",28,487.195625994855,910.204470588234
"29",29,503.008799392633,914.286117647057
"30",30,503.648200570281,918.367764705881
"31",31,490.803397905845,922.449411764704
"32",32,477.661143872034,926.531058823528
"33",33,477.128008267845,930.612705882351
"34",34,490.802662208997,934.694352941175
"35",35,508.030631953438,938.775999999998
"36",36,515.50753262368,942.857647058822
"37",37,508.874487808956,946.939294117645
"38",38,496.246238193682,951.020941176469
"39",39,490.766687078603,955.102588235292
"40",40,498.835128241855,959.184235294116
"41",41,514.35267845598,963.265882352939
"42",42,524.047388985436,967.347529411763
"43",43,519.247750847907,971.429176470586
"44",44,503.777882278174,975.51082352941
"45",45,490.915316173338,979.592470588233
"46",46,491.838843584556,983.674117647057
"47",47,505.537630699155,987.75576470588
"48",48,519.151393571483,991.837411764703
"49",49,518.842695173475,995.919058823527
"50",50,502.07288697153,1000.00070588235
"51",1,449.896958308758,800
"52",2,463.950100508197,804.081647058823
"53",3,497.141900031803,808.163294117647
"54",4,537.401660947537,812.24494117647
"55",5,568.859001281647,816.326588235294
"56",6,578.495262426971,820.408235294117
"57",7,561.7111002576,824.489882352941
"58",8,524.397411106675,828.571529411764
"59",9,480.584912421684,832.653176470588
"60",10,446.649375977976,836.734823529411
"61",11,434.538402578571,840.816470588235
"62",12,446.911599923187,844.898117647058
"63",13,476.261001889194,848.979764705882
"64",14,508.360143872913,853.061411764705
"65",15,528.52564914702,857.143058823529
"66",16,527.974278370109,861.224705882352
"67",17,507.539297295203,865.306352941176
"68",18,477.173902085089,869.387999999999
"69",19,451.502687986321,873.469647058823
"70",20,443.384005812517,877.551294117646
"71",21,458.280406350858,881.63294117647
"72",22,491.850198930543,885.714588235293
"73",23,531.753242608035,889.796235294117
"74",24,562.838558135663,893.87788235294
"75",25,573.44659098257,897.959529411763
"76",26,560.127962472811,902.041176470587
"77",27,528.819014859246,906.12282352941
"78",28,492.077136296947,910.204470588234
"79",29,463.670598317942,914.286117647057
"80",30,452.9042447689,918.367764705881
"81",31,461.091635152776,922.449411764704
"82",32,481.575965806123,926.531058823528
"83",33,503.126475245446,930.612705882351
"84",34,515.096183978841,934.694352941175
"85",35,512.04059200174,938.775999999998
"86",36,495.834328587474,942.857647058822
"87",37,474.495840581145,946.939294117645
"88",38,458.393009897183,951.020941176469
"89",39,455.604292416527,955.102588235292
"90",40,468.485579060628,959.184235294116
"91",41,492.860991125002,963.265882352939
"92",42,520.03822270525,967.347529411763
"93",43,540.611149046073,971.429176470586
"94",44,548.300802788509,975.51082352941
"95",45,542.185618514099,979.592470588233
"96",46,526.491731281953,983.674117647057
"97",47,508.245664188468,987.75576470588
"98",48,494.009289207596,991.837411764703
"99",49,487.221447798165,995.919058823527
"100",50,487.264574664513,1000.00070588235
"101",1,475.001863829193,800
"102",2,503.121813675199,804.081647058823
"103",3,520.227204860682,808.163294117647
"104",4,514.189403491798,812.24494117647
"105",5,491.913854978177,816.326588235294
"106",6,473.791533113548,820.408235294117
"107",7,477.345616335404,824.489882352941
"108",8,503.146338229425,828.571529411764
"109",9,534.211578373189,832.653176470588
"110",10,549.20686590625,836.734823529411
"111",11,538.708675251704,840.816470588235
"112",12,511.570721151768,844.898117647058
"113",13,486.733810679013,848.979764705882
