"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,98438,98438,60,990,2000,555.878060911788
"2",2,97448,97448,60,1020,2075,555.878060911788
"3",3,96428,96428,60,1050,2150,555.878060911788
"4",4,95378,95378,60,1110,2225,555.878060911788
"5",5,94268,94268,60,1140,2300,555.878060911788
"6",6,93128,93128,60,1170,2375,555.878060911788
"7",7,91958,91958,60,1200,2450,555.878060911788
"8",8,90758,90758,60,1260,2525,555.878060911788
"9",9,89498,89498,60,1290,2600,555.878060911788
"10",10,88208,88208,60,1320,2675,555.878060911788
"11",11,86888,86888,60,1350,2750,555.878060911788
"12",12,85538,85538,60,1410,2825,555.878060911788
"13",13,84128,84128,60,1440,2900,555.878060911788
"14",14,82688,82688,60,1470,2975,555.878060911788
"15",15,81218,81218,60,1500,3050,555.878060911788
"16",16,79718,79718,60,1560,3125,555.878060911788
"17",17,78158,78158,60,1590,3200,555.878060911788
"18",18,76568,76568,60,1620,3275,555.878060911788
"19",19,74948,74948,60,1650,3350,555.878060911788
"20",20,73298,73298,60,1710,3425,555.878060911788
"21",21,71588,71588,60,1740,3500,555.878060911788
"22",22,69848,69848,60,1770,3575,555.878060911788
"23",23,68078,68078,60,1800,3650,555.878060911788
"24",24,66278,66278,60,1860,3725,555.878060911788
"25",25,64418,64418,60,1890,3800,555.878060911788
"26",26,62528,62528,60,1920,3875,555.878060911788
"27",27,60608,60608,60,1950,3950,555.878060911788
"28",28,58658,58658,60,2010,4025,555.878060911788
"29",29,56648,56648,60,2040,4100,555.878060911788
"30",30,54608,54608,60,2070,4175,555.878060911788
"31",31,52538,52538,60,2100,4250,555.878060911788
"32",32,50438,50438,60,2160,4325,555.878060911788
"33",33,48278,48278,60,2190,4400,555.878060911788
"34",34,46088,46088,60,2220,4475,555.878060911788
"35",35,43868,43868,60,2250,4550,555.878060911788
"36",36,41618,41618,60,2310,4625,555.878060911788
"37",37,39308,39308,60,2340,4700,555.878060911788
"38",38,36968,36968,60,2370,4775,555.878060911788
"39",39,34598,34598,60,2400,4850,555.878060911788
"40",40,32198,32198,60,2460,4925,555.878060911788
"41",41,29738,29738,60,2490,5000,555.878060911788
"42",42,27248,27248,60,2520,5075,555.878060911788
"43",43,24728,24728,60,2550,5150,555.878060911788
"44",44,22178,22178,60,2610,5225,555.878060911788
"45",45,19568,19568,60,2640,5300,555.878060911788
"46",46,16928,16928,60,2670,5375,555.878060911788
"47",47,14258,14258,60,2700,5450,555.878060911788
"48",48,11558,11558,60,2760,5525,555.878060911788
"49",49,8798,8798,60,2790,5600,555.878060911788
"50",50,6008,6008,60,2820,5675,555.878060911788
