"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,97879,97879,59,990,2000,499.794111629865
"2",2,96889,96889,59,1050,2075,499.794111629865
"3",3,95839,95839,61,1050,2150,517.740882845725
"4",4,94789,94789,57,1170,2225,471.038229271331
"5",5,93619,93619,62,1110,2300,527.922523535923
"6",6,92509,92509,58,1200,2375,483.480198760374
"7",7,91309,91309,59,1230,2450,497.80527400377
"8",8,90079,90079,61,1230,2525,519.294713632367
"9",9,88849,88849,57,1350,2600,470.537383668708
"10",10,87499,87499,62,1290,2675,527.171191263112
"11",11,86209,86209,58,1410,2750,485.18489447003
"12",12,84799,84799,59,1410,2825,495.825194108099
"13",13,83389,83389,62,1380,2900,520.762674656091
"14",14,82009,82009,57,1560,2975,470.165368360323
"15",15,80449,80449,62,1470,3050,526.299305617785
"16",16,78979,78979,58,1590,3125,486.953921014897
"17",17,77389,77389,59,1620,3200,493.86259110912
"18",18,75769,75769,62,1560,3275,522.138301836195
"19",19,74209,74209,56,1770,3350,469.923821493876
"20",20,72439,72439,62,1650,3425,525.3107058975
"21",21,70789,70789,58,1800,3500,488.77948858982
"22",22,68989,68989,59,1800,3575,491.926107214607
"23",23,67189,67189,62,1740,3650,523.415537678669
"24",24,65449,65449,56,1980,3725,469.813806706897
"25",25,63469,63469,62,1830,3800,524.209745343434
"26",26,61639,61639,59,1950,3875,490.653558414517
"27",27,59689,59689,59,1980,3950,490.024269618382
"28",28,57709,57709,62,1920,4025,524.588757950016
"29",29,55789,55789,56,2190,4100,469.835808443081
"30",30,53599,53599,62,2010,4175,523.001271971136
"31",31,51589,51589,59,2160,4250,492.567878131882
"32",32,49429,49429,58,2220,4325,488.165452951315
"33",33,47209,47209,62,2100,4400,525.652796443238
"34",34,45109,45109,56,2370,4475,469.989729819067
"35",35,42739,42739,62,2190,4550,521.69060722258
"36",36,40549,40549,59,2340,4625,494.514018146752
"37",37,38209,38209,58,2430,4700,486.357842404123
"38",38,35779,35779,62,2310,4775,526.602967726923
"39",39,33469,33469,57,2550,4850,470.274893051057
"40",40,30919,30919,62,2370,4925,520.283522533499
"41",41,28549,28549,59,2520,5000,496.483408745144
"42",42,26029,26029,58,2610,5075,484.609397684365
"43",43,23419,23419,62,2490,5150,527.435087777274
"44",44,20929,20929,57,2730,5225,470.690042439402
"45",45,18199,18199,61,2580,5300,518.786213919208
"46",46,15619,15619,59,2730,5375,498.467377830486
"47",47,12889,12889,58,2790,5450,482.927817966328
"48",48,10099,10099,62,2670,5525,528.145492402209
"49",49,7438,7438,57,2940,5600,471.233349897995
"50",50,4598,4598,61,2790,5675,517.205274690811
