"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,499419,499419,60,180,400
"2",2,499239,499239,60,180,404.0816
"3",3,499059,499059,60,180,408.1632
"4",4,498879,498879,60,180,412.2448
"5",5,498699,498699,60,180,416.3264
"6",6,498519,498519,60,210,420.408
"7",7,498309,498309,60,210,424.4896
"8",8,498099,498099,60,210,428.5712
"9",9,497889,497889,60,210,432.6528
"10",10,497679,497679,60,210,436.7344
"11",11,497469,497469,60,210,440.816
"12",12,497259,497259,60,210,444.8976
"13",13,497049,497049,60,210,448.9792
"14",14,496839,496839,60,210,453.0608
"15",15,496629,496629,60,210,457.1424
"16",16,496419,496419,60,210,461.224
"17",17,496209,496209,60,210,465.3056
"18",18,495999,495999,60,210,469.3872
"19",19,495789,495789,60,210,473.4688
"20",20,495579,495579,60,210,477.5504
"21",21,495369,495369,60,240,481.632
"22",22,495129,495129,60,240,485.7136
"23",23,494889,494889,60,240,489.7952
"24",24,494649,494649,60,240,493.8768
"25",25,494409,494409,60,240,497.9584
"26",26,494169,494169,60,240,502.04
"27",27,493929,493929,60,240,506.121599999999
"28",28,493689,493689,60,240,510.203199999999
"29",29,493449,493449,60,240,514.284799999999
"30",30,493209,493209,60,240,518.366399999999
"31",31,492969,492969,60,240,522.447999999999
"32",32,492729,492729,60,240,526.529599999999
"33",33,492489,492489,60,240,530.611199999999
"34",34,492249,492249,60,240,534.692799999999
"35",35,492009,492009,60,240,538.774399999999
"36",36,491769,491769,60,270,542.855999999999
"37",37,491499,491499,60,270,546.937599999999
"38",38,491229,491229,60,270,551.019199999999
"39",39,490959,490959,60,270,555.100799999999
"40",40,490689,490689,60,270,559.182399999999
"41",41,490419,490419,60,270,563.263999999999
"42",42,490149,490149,60,270,567.345599999999
"43",43,489879,489879,60,270,571.427199999999
"44",44,489609,489609,60,270,575.508799999999
"45",45,489339,489339,60,270,579.590399999999
"46",46,489069,489069,60,270,583.671999999999
"47",47,488799,488799,60,270,587.753599999999
"48",48,488529,488529,60,270,591.835199999999
"49",49,488259,488259,60,270,595.916799999999
"50",50,487989,487989,60,270,599.998399999999
