"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,499681,499681,60,180,400
"2",2,499501,499501,60,180,404.0816
"3",3,499321,499321,60,180,408.1632
"4",4,499141,499141,60,180,412.2448
"5",5,498961,498961,60,180,416.3264
"6",6,498781,498781,60,210,420.408
"7",7,498571,498571,60,210,424.4896
"8",8,498361,498361,60,210,428.5712
"9",9,498151,498151,60,210,432.6528
"10",10,497941,497941,60,210,436.7344
"11",11,497731,497731,60,210,440.816
"12",12,497521,497521,60,210,444.8976
"13",13,497311,497311,60,210,448.9792
"14",14,497101,497101,60,210,453.0608
"15",15,496891,496891,60,210,457.1424
"16",16,496681,496681,60,210,461.224
"17",17,496471,496471,60,210,465.3056
"18",18,496261,496261,60,210,469.3872
"19",19,496051,496051,60,210,473.4688
"20",20,495841,495841,60,210,477.5504
"21",21,495631,495631,60,240,481.632
"22",22,495391,495391,60,240,485.7136
"23",23,495151,495151,60,240,489.7952
"24",24,494911,494911,60,240,493.8768
"25",25,494671,494671,60,240,497.9584
"26",26,494431,494431,60,240,502.04
"27",27,494191,494191,60,240,506.121599999999
"28",28,493951,493951,60,240,510.203199999999
"29",29,493711,493711,60,240,514.284799999999
"30",30,493471,493471,60,240,518.366399999999
"31",31,493231,493231,60,240,522.447999999999
"32",32,492991,492991,60,240,526.529599999999
"33",33,492751,492751,60,240,530.611199999999
"34",34,492511,492511,60,240,534.692799999999
"35",35,492271,492271,60,240,538.774399999999
"36",36,492031,492031,60,270,542.855999999999
"37",37,491761,491761,60,270,546.937599999999
"38",38,491491,491491,60,270,551.019199999999
"39",39,491221,491221,60,270,555.100799999999
"40",40,490951,490951,60,270,559.182399999999
"41",41,490681,490681,60,270,563.263999999999
"42",42,490411,490411,60,270,567.345599999999
"43",43,490141,490141,60,270,571.427199999999
"44",44,489871,489871,60,270,575.508799999999
"45",45,489601,489601,60,270,579.590399999999
"46",46,489331,489331,60,270,583.671999999999
"47",47,489061,489061,60,270,587.753599999999
"48",48,488791,488791,60,270,591.835199999999
"49",49,488521,488521,60,270,595.916799999999
"50",50,488251,488251,60,270,599.998399999999
