"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,499670,499670,60,180,400
"2",2,499490,499490,60,180,404.0816
"3",3,499310,499310,60,180,408.1632
"4",4,499130,499130,60,180,412.2448
"5",5,498950,498950,60,180,416.3264
"6",6,498770,498770,60,210,420.408
"7",7,498560,498560,60,210,424.4896
"8",8,498350,498350,60,210,428.5712
"9",9,498140,498140,60,210,432.6528
"10",10,497930,497930,60,210,436.7344
"11",11,497720,497720,60,210,440.816
"12",12,497510,497510,60,210,444.8976
"13",13,497300,497300,60,210,448.9792
"14",14,497090,497090,60,210,453.0608
"15",15,496880,496880,60,210,457.1424
"16",16,496670,496670,60,210,461.224
"17",17,496460,496460,60,210,465.3056
"18",18,496250,496250,60,210,469.3872
"19",19,496040,496040,60,210,473.4688
"20",20,495830,495830,60,210,477.5504
"21",21,495620,495620,60,240,481.632
"22",22,495380,495380,60,240,485.7136
"23",23,495140,495140,60,240,489.7952
"24",24,494900,494900,60,240,493.8768
"25",25,494660,494660,60,240,497.9584
"26",26,494420,494420,60,240,502.04
"27",27,494180,494180,60,240,506.121599999999
"28",28,493940,493940,60,240,510.203199999999
"29",29,493700,493700,60,240,514.284799999999
"30",30,493460,493460,60,240,518.366399999999
"31",31,493220,493220,60,240,522.447999999999
"32",32,492980,492980,60,240,526.529599999999
"33",33,492740,492740,60,240,530.611199999999
"34",34,492500,492500,60,240,534.692799999999
"35",35,492260,492260,60,240,538.774399999999
"36",36,492020,492020,60,270,542.855999999999
"37",37,491750,491750,60,270,546.937599999999
"38",38,491480,491480,60,270,551.019199999999
"39",39,491210,491210,60,270,555.100799999999
"40",40,490940,490940,60,270,559.182399999999
"41",41,490670,490670,60,270,563.263999999999
"42",42,490400,490400,60,270,567.345599999999
"43",43,490130,490130,60,270,571.427199999999
"44",44,489860,489860,60,270,575.508799999999
"45",45,489590,489590,60,270,579.590399999999
"46",46,489320,489320,60,270,583.671999999999
"47",47,489050,489050,60,270,587.753599999999
"48",48,488780,488780,60,270,591.835199999999
"49",49,488510,488510,60,270,595.916799999999
"50",50,488240,488240,60,270,599.998399999999
