"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,499665,499665,60,180,400
"2",2,499485,499485,60,180,404.0816
"3",3,499305,499305,60,180,408.1632
"4",4,499125,499125,60,180,412.2448
"5",5,498945,498945,60,180,416.3264
"6",6,498765,498765,60,210,420.408
"7",7,498555,498555,60,210,424.4896
"8",8,498345,498345,60,210,428.5712
"9",9,498135,498135,60,210,432.6528
"10",10,497925,497925,60,210,436.7344
"11",11,497715,497715,60,210,440.816
"12",12,497505,497505,60,210,444.8976
"13",13,497295,497295,60,210,448.9792
"14",14,497085,497085,60,210,453.0608
"15",15,496875,496875,60,210,457.1424
"16",16,496665,496665,60,210,461.224
"17",17,496455,496455,60,210,465.3056
"18",18,496245,496245,60,210,469.3872
"19",19,496035,496035,60,210,473.4688
"20",20,495825,495825,60,210,477.5504
"21",21,495615,495615,60,240,481.632
"22",22,495375,495375,60,240,485.7136
"23",23,495135,495135,60,240,489.7952
"24",24,494895,494895,60,240,493.8768
"25",25,494655,494655,60,240,497.9584
"26",26,494415,494415,60,240,502.04
"27",27,494175,494175,60,240,506.121599999999
"28",28,493935,493935,60,240,510.203199999999
"29",29,493695,493695,60,240,514.284799999999
"30",30,493455,493455,60,240,518.366399999999
"31",31,493215,493215,60,240,522.447999999999
"32",32,492975,492975,60,240,526.529599999999
"33",33,492735,492735,60,240,530.611199999999
"34",34,492495,492495,60,240,534.692799999999
"35",35,492255,492255,60,240,538.774399999999
"36",36,492015,492015,60,270,542.855999999999
"37",37,491745,491745,60,270,546.937599999999
"38",38,491475,491475,60,270,551.019199999999
"39",39,491205,491205,60,270,555.100799999999
"40",40,490935,490935,60,270,559.182399999999
"41",41,490665,490665,60,270,563.263999999999
"42",42,490395,490395,60,270,567.345599999999
"43",43,490125,490125,60,270,571.427199999999
"44",44,489855,489855,60,270,575.508799999999
"45",45,489585,489585,60,270,579.590399999999
"46",46,489315,489315,60,270,583.671999999999
"47",47,489045,489045,60,270,587.753599999999
"48",48,488775,488775,60,270,591.835199999999
"49",49,488505,488505,60,270,595.916799999999
"50",50,488235,488235,60,270,599.998399999999
