"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,499641,499641,60,180,400
"2",2,499461,499461,60,180,404.0816
"3",3,499281,499281,60,180,408.1632
"4",4,499101,499101,60,180,412.2448
"5",5,498921,498921,60,180,416.3264
"6",6,498741,498741,60,210,420.408
"7",7,498531,498531,60,210,424.4896
"8",8,498321,498321,60,210,428.5712
"9",9,498111,498111,60,210,432.6528
"10",10,497901,497901,60,210,436.7344
"11",11,497691,497691,60,210,440.816
"12",12,497481,497481,60,210,444.8976
"13",13,497271,497271,60,210,448.9792
"14",14,497061,497061,60,210,453.0608
"15",15,496851,496851,60,210,457.1424
"16",16,496641,496641,60,210,461.224
"17",17,496431,496431,60,210,465.3056
"18",18,496221,496221,60,210,469.3872
"19",19,496011,496011,60,210,473.4688
"20",20,495801,495801,60,210,477.5504
"21",21,495591,495591,60,240,481.632
"22",22,495351,495351,60,240,485.7136
"23",23,495111,495111,60,240,489.7952
"24",24,494871,494871,60,240,493.8768
"25",25,494631,494631,60,240,497.9584
"26",26,494391,494391,60,240,502.04
"27",27,494151,494151,60,240,506.121599999999
"28",28,493911,493911,60,240,510.203199999999
"29",29,493671,493671,60,240,514.284799999999
"30",30,493431,493431,60,240,518.366399999999
"31",31,493191,493191,60,240,522.447999999999
"32",32,492951,492951,60,240,526.529599999999
"33",33,492711,492711,60,240,530.611199999999
"34",34,492471,492471,60,240,534.692799999999
"35",35,492231,492231,60,240,538.774399999999
"36",36,491991,491991,60,270,542.855999999999
"37",37,491721,491721,60,270,546.937599999999
"38",38,491451,491451,60,270,551.019199999999
"39",39,491181,491181,60,270,555.100799999999
"40",40,490911,490911,60,270,559.182399999999
"41",41,490641,490641,60,270,563.263999999999
"42",42,490371,490371,60,270,567.345599999999
"43",43,490101,490101,60,270,571.427199999999
"44",44,489831,489831,60,270,575.508799999999
"45",45,489561,489561,60,270,579.590399999999
"46",46,489291,489291,60,270,583.671999999999
"47",47,489021,489021,60,270,587.753599999999
"48",48,488751,488751,60,270,591.835199999999
"49",49,488481,488481,60,270,595.916799999999
"50",50,488211,488211,60,270,599.998399999999
