"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,499646,499646,60,180,400
"2",2,499466,499466,60,180,404.0816
"3",3,499286,499286,60,180,408.1632
"4",4,499106,499106,60,180,412.2448
"5",5,498926,498926,60,180,416.3264
"6",6,498746,498746,60,210,420.408
"7",7,498536,498536,60,210,424.4896
"8",8,498326,498326,60,210,428.5712
"9",9,498116,498116,60,210,432.6528
"10",10,497906,497906,60,210,436.7344
"11",11,497696,497696,60,210,440.816
"12",12,497486,497486,60,210,444.8976
"13",13,497276,497276,60,210,448.9792
"14",14,497066,497066,60,210,453.0608
"15",15,496856,496856,60,210,457.1424
"16",16,496646,496646,60,210,461.224
"17",17,496436,496436,60,210,465.3056
"18",18,496226,496226,60,210,469.3872
"19",19,496016,496016,60,210,473.4688
"20",20,495806,495806,60,210,477.5504
"21",21,495596,495596,60,240,481.632
"22",22,495356,495356,60,240,485.7136
"23",23,495116,495116,60,240,489.7952
"24",24,494876,494876,60,240,493.8768
"25",25,494636,494636,60,240,497.9584
"26",26,494396,494396,60,240,502.04
"27",27,494156,494156,60,240,506.121599999999
"28",28,493916,493916,60,240,510.203199999999
"29",29,493676,493676,60,240,514.284799999999
"30",30,493436,493436,60,240,518.366399999999
"31",31,493196,493196,60,240,522.447999999999
"32",32,492956,492956,60,240,526.529599999999
"33",33,492716,492716,60,240,530.611199999999
"34",34,492476,492476,60,240,534.692799999999
"35",35,492236,492236,60,240,538.774399999999
"36",36,491996,491996,60,270,542.855999999999
"37",37,491726,491726,60,270,546.937599999999
"38",38,491456,491456,60,270,551.019199999999
"39",39,491186,491186,60,270,555.100799999999
"40",40,490916,490916,60,270,559.182399999999
"41",41,490646,490646,60,270,563.263999999999
"42",42,490376,490376,60,270,567.345599999999
"43",43,490106,490106,60,270,571.427199999999
"44",44,489836,489836,60,270,575.508799999999
"45",45,489566,489566,60,270,579.590399999999
"46",46,489296,489296,60,270,583.671999999999
"47",47,489026,489026,60,270,587.753599999999
"48",48,488756,488756,60,270,591.835199999999
"49",49,488486,488486,60,270,595.916799999999
"50",50,488216,488216,60,270,599.998399999999
