"","Time","Manager_budget","User_budget"
"1",1,508.973835382412,2000
"2",2,619.253494104542,2075
"3",3,489.514240925572,2150
"4",4,480.124603955944,2225
"5",5,514.223956537582,2300
"6",6,464.025864401002,2375
"7",7,518.109841718128,2450
"8",8,470.366153403019,2525
"9",9,406.7861174657,2600
"10",10,574.689150286875,2675
"11",11,604.160274891377,2750
"12",12,489.402651417013,2825
"13",13,466.458472620086,2900
"14",14,393.364262868869,2975
"15",15,451.990845057288,3050
"16",16,617.677909288821,3125
"17",17,530.522099049469,3200
"18",18,462.262681593519,3275
"19",19,519.319593524659,3350
"20",20,471.318185529308,3425
"21",21,499.010411482405,3500
"22",22,503.686252073684,3575
"23",23,399.983507061239,3650
"24",24,519.999994024063,3725
"25",25,625.875617449736,3800
"26",26,513.761316250513,3875
"27",27,472.351587712481,3950
"28",28,416.261549776181,4025
"29",29,407.922390969878,4100
"30",30,588.389435278661,4175
"31",31,575.319834634648,4250
"32",32,458.321465811382,4325
"33",33,510.487415368579,4400
"34",34,488.451904815199,4475
"35",35,478.289387630695,4550
"36",36,522.926617992291,4625
"37",37,417.816686551923,4700
"38",38,463.625209162206,4775
"39",39,624.390370707307,4850
"40",40,548.950152706725,4925
"41",41,474.946848916013,5000
"42",42,441.39786690343,5075
"43",43,385.490487276868,5150
"44",44,538.109795380976,5225
"45",45,609.82049339086,5300
"46",46,474.20870231408,5375
"47",47,491.133598908334,5450
"48",48,507.169305205791,5525
"49",49,465.517134412148,5600
"50",50,523.840425810516,5675
"51",1,451.039907609258,2000
"52",2,522.187235093289,2075
"53",3,589.234109893373,2150
"54",4,548.973785012073,2225
"55",5,423.331729974233,2300
"56",6,336.717454281455,2375
"57",7,374.875500128801,2450
"58",8,487.671292603079,2525
"59",9,547.642752427672,2600
"60",10,496.889695557509,2675
"61",11,413.103197459639,2750
"62",12,418.386418965599,2825
"63",13,535.438238512669,2900
"64",14,656.743018986219,2975
"65",15,663.196636964244,3050
"66",16,557.194675753355,3125
"67",17,458.322882684768,3200
"68",18,466.916109103507,3275
"69",19,551.732436368235,3350
"70",20,589.766934171254,3425
"71",21,511.423279257282,3500
"72",22,383.6039477341,3575
"73",23,335.109066291488,3650
"74",24,410.251710859831,3725
"75",25,519.1262780472,3800
"76",26,541.718934831027,3875
"77",27,465.983761391202,3950
"78",28,400.761102753413,4025
"79",29,448.268866294406,4100
"80",30,582.653015994105,4175
"81",31,674.765278520077,4250
"82",32,635.88085784162,4325
"83",33,516.528069606891,4400
"84",34,447.723296214401,4475
"85",35,492.15493191067,4550
"86",36,575.558508143464,4625
"87",37,576.038431758613,4700
"88",38,467.771838053744,4775
"89",39,353.512220506641,4850
"90",40,348.544782183318,4925
"91",41,449.668337153742,5000
"92",42,539.941540365393,5075
"93",43,523.69051569558,5150
"94",44,436.308188927477,5225
"95",45,402.19042310365,5300
"96",46,488.810426990699,5375
"97",47,624.779424036619,5450
"98",48,676.879657486258,5525
"99",49,598.843724403048,5600
"100",50,482.145572093813,5675
"101",1,517.786215227023,2000
"102",2,528.955515281611,2075
"103",3,539.54566980034,2150
"104",4,548.919128092439,2225
"105",5,556.345984897639,2300
"106",6,561.151774654545,2375
