"","Time","Manager_budget","User_budget"
"1",1,126.903553299492,2000
"2",2,142.131979695431,2075
"3",3,157.360406091371,2150
"4",4,172.58883248731,2225
"5",5,187.817258883249,2300
"6",6,203.045685279188,2375
"7",7,218.274111675127,2450
"8",8,233.502538071066,2525
"9",9,248.730964467005,2600
"10",10,263.959390862944,2675
"11",11,279.187817258883,2750
"12",12,294.416243654822,2825
"13",13,309.644670050761,2900
"14",14,324.873096446701,2975
"15",15,340.10152284264,3050
"16",16,355.329949238579,3125
"17",17,370.558375634518,3200
"18",18,385.786802030457,3275
"19",19,401.015228426396,3350
"20",20,416.243654822335,3425
"21",21,431.472081218274,3500
"22",22,446.700507614213,3575
"23",23,461.928934010152,3650
"24",24,477.157360406091,3725
"25",25,492.38578680203,3800
"26",26,507.614213197969,3875
"27",27,522.842639593909,3950
"28",28,538.071065989848,4025
"29",29,553.299492385787,4100
"30",30,568.527918781726,4175
"31",31,583.756345177665,4250
"32",32,598.984771573604,4325
"33",33,614.213197969543,4400
"34",34,629.441624365482,4475
"35",35,644.670050761421,4550
"36",36,659.89847715736,4625
"37",37,675.126903553299,4700
"38",38,690.355329949239,4775
"39",39,705.583756345178,4850
"40",40,720.812182741117,4925
"41",41,736.040609137056,5000
"42",42,751.269035532995,5075
"43",43,766.497461928934,5150
"44",44,781.725888324873,5225
"45",45,796.954314720812,5300
"46",46,812.182741116751,5375
"47",47,827.41116751269,5450
"48",48,842.639593908629,5525
"49",49,857.868020304568,5600
"50",50,873.096446700508,5675
