"","time_step","resources","estimate","cost_culling","cost_tend_crop","cost_unused","act_culling","act_kill_crop","act_unused","crop_yield","harvested"
"1",1,1998004,1986757.36961451,706,10,676,40,0,326,819.768070350564,40
"2",2,1995927,1990839.00226757,1353,10,512,22,0,478,842.529761758764,22
"3",3,1993871,1958730.15873016,1731,10,279,28,0,445,863.004104565657,28
"4",4,1991885,1980408.16326531,1874,10,136,26,0,396,883.726181181224,26
"5",5,1989870,1984761.9047619,1953,10,57,13,0,687,904.381164501486,13
"6",6,1987806,1981587.3015873,1984,10,26,7,0,763,927.066811537493,7
"7",7,1985764,1999727.89115646,2002,10,8,1,0,876,951.260423111111,1
"8",8,1983715,1993560.09070295,2010,10,0,0,0,462,970.978328031373,0
"9",9,1981747,1991111.11111111,2002,10,8,0,0,0,976.35481394082,0
"10",10,1979736,2003174.6031746,502,10,766,0,0,0,976.719498962519,0
"11",11,1977762,1964807.25623583,757,10,589,0,0,0,976.637104185573,0
"12",12,1975848,1959637.18820862,1139,10,591,0,0,0,976.650236927392,0
"13",13,1973819,1959455.78231293,1389,10,621,0,0,0,976.731482587189,0
"14",14,1971791,1974965.98639456,1562,10,443,0,0,0,976.758954958717,0
"15",15,1969830,1980861.67800454,1668,10,342,0,0,0,976.768211301913,0
"16",16,1967798,1971337.86848073,1792,10,218,0,0,0,976.732287103696,0
"17",17,1965837,1975419.50113379,1849,10,161,0,0,0,976.719661905835,0
"18",18,1963822,1959183.67346939,1890,10,120,0,0,0,976.751445910588,0
"19",19,1961843,1975147.39229025,1934,10,76,0,0,0,976.632094556863,0
"20",20,1959866,1986757.36961451,1946,10,64,0,0,0,976.490371786762,0
"21",21,1957890,1943310.65759637,1967,10,43,0,0,0,976.471432477433,0
"22",22,1955902,1943764.1723356,1984,10,26,0,0,0,976.479056910755,0
"23",23,1953883,1969342.40362812,2000,10,10,0,0,0,976.525323065954,0
"24",24,1951917,1945759.63718821,2009,10,1,0,0,0,976.468914404468,0
"25",25,1949964,1949750.56689342,2010,10,0,0,0,0,976.307476136993,0
"26",26,1947946,1928798.18594104,1992,10,18,0,0,0,976.792941025502,0
"27",27,1945816,1958185.94104308,1998,10,12,0,0,0,976.488202459418,0
"28",28,1943878,1921632.65306122,2006,10,4,0,0,0,976.388246981818,0
"29",29,1941900,1964172.33560091,2010,10,0,0,0,0,976.311992334831,0
"30",30,1939855,1929251.70068027,1994,10,16,0,0,0,976.728200768342,0
"31",31,1937867,1927981.85941043,2010,10,0,0,0,0,976.346588289673,0
"32",32,1935820,1927346.93877551,2000,10,10,0,0,0,976.407786571598,0
"33",33,1933847,1963990.92970522,2001,10,9,0,0,0,976.6453061571,0
"34",34,1931873,1938956.91609977,2008,10,2,0,0,0,976.569245057825,0
"35",35,1929887,1924988.66213152,2010,10,0,0,0,0,976.326273518812,0
"36",36,1927877,1921360.54421769,1980,10,30,0,0,0,976.344317522519,0
"37",37,1925993,1912743.76417234,1988,10,22,0,0,0,976.516887232038,0
"38",38,1923952,1936145.12471655,1997,10,13,0,0,0,976.501744447962,0
"39",39,1922005,1923446.71201814,2006,10,4,0,0,0,976.411267217112,0
"40",40,1919916,1937324.26303855,2009,10,1,0,0,0,976.471128450814,0
