"","time_step","resources","estimate","cost_culling","cost_tend_crop","cost_unused","act_culling","act_kill_crop","act_unused","crop_yield","harvested"
"1",1,1997980,2008526.07709751,710,10,687,147,0,268,302.929666323449,147
"2",2,1995856,2000362.81179138,262,10,790,373,0,376,311.672826255779,373
"3",3,1993538,1986394.55782313,1123,10,521,46,0,290,320.807061164582,46
"4",4,1991491,1985034.01360544,1629,10,381,31,0,384,328.320915072334,31
"5",5,1989541,1999365.07936508,1882,10,128,20,0,326,336.024861420367,20
"6",6,1987589,1967437.64172336,1910,10,100,10,0,400,343.998030957485,10
"7",7,1985610,2002721.08843537,430,10,811,35,0,336,352.079829997179,35
"8",8,1983560,1986031.74603175,1126,10,418,1,0,175,360.251595803869,1
"9",9,1981579,2006077.09750567,203,10,922,0,0,0,362.711281545045,0
"10",10,1979591,1998458.04988662,714,10,703,0,0,0,363.159703875889,0
"11",11,1977627,1969523.80952381,1060,10,669,0,0,0,363.4919107389,0
"12",12,1975700,1969342.40362812,1352,10,658,0,0,0,363.80469086393,0
"13",13,1973748,1964172.33560091,1598,10,412,0,0,0,364.085673495869,0
"14",14,1971722,1971065.75963719,1780,10,230,0,0,0,364.465497621037,0
"15",15,1969792,1963990.92970522,1842,10,168,0,0,0,364.866364771655,0
"16",16,1967766,1980952.38095238,1887,10,123,0,0,0,365.16428498692,0
"17",17,1965734,1966258.50340136,1927,10,83,0,0,0,365.672073293489,0
"18",18,1963690,1971972.78911565,1950,10,60,0,0,0,366.026479441675,0
"19",19,1961725,1962811.79138322,1962,10,48,0,0,0,366.356414025804,0
"20",20,1959662,1962086.16780045,1979,10,31,0,0,0,366.80636936357,0
"21",21,1957679,1957641.72335601,1987,10,21,0,0,0,367.123049859879,0
"22",22,1955672,1952653.06122449,1997,10,13,0,0,0,367.54076491187,0
"23",23,1953627,1967800.45351474,2006,10,4,0,0,0,367.718055639855,0
"24",24,1951618,1951836.73469388,2009,10,1,0,0,0,368.288828068623,0
"25",25,1949584,1944580.49886621,2010,10,0,0,0,0,368.654319596144,0
"26",26,1947594,1945487.52834467,1987,10,23,0,0,0,368.990101851837,0
"27",27,1945559,1938684.80725624,2009,10,1,0,0,0,369.27782993643,0
"28",28,1943466,1940861.67800454,2010,10,0,0,0,0,369.747582396633,0
"29",29,1941379,1922630.38548753,1991,10,19,0,0,0,370.109818788135,0
"30",30,1939354,1947120.1814059,2003,10,7,0,0,0,370.398968173619,0
"31",31,1937400,1947392.29024943,2010,10,0,0,0,0,370.958285474672,0
"32",32,1935346,1934875.28344671,2007,10,3,0,0,0,371.054144967735,0
"33",33,1933293,1922086.16780045,2010,10,0,0,0,0,371.688402291664,0
"34",34,1931322,1932517.00680272,2000,10,10,0,0,0,372.171226574918,0
"35",35,1929295,1921904.76190476,2007,10,3,0,0,0,372.297343403783,0
"36",36,1927256,1936235.8276644,2010,10,0,0,0,0,372.794112252101,0
"37",37,1925320,1922267.57369615,1990,10,20,0,0,0,373.131588783075,0
"38",38,1923349,1930884.3537415,2002,10,8,0,0,0,373.356137021946,0
"39",39,1921401,1925623.58276644,2006,10,4,0,0,0,373.686822817108,0
"40",40,1919435,1914829.93197279,2009,10,1,0,0,0,374.240096060954,0
