"","time_step","resources","estimate","cost_culling","cost_tend_crop","cost_unused","act_culling","act_kill_crop","act_unused","crop_yield","harvested"
"1",1,1998038,2020226.75736961,715,10,687,27,0,226,405.4644,27
"2",2,1995957,1974784.58049887,1372,10,535,16,0,278,410.73204,16
"3",3,1993982,1979229.02494331,1719,10,291,13,0,242,415.95468,13
"4",4,1991997,2021043.08390023,382,10,989,32,0,238,421.54132,32
"5",5,1989836,1995464.85260771,1104,10,500,13,0,195,426.6242,13
"6",6,1987750,1979138.32199546,1604,10,372,2,0,246,431.46796,2
"7",7,1985800,2005170.06802721,341,10,993,11,0,299,436.043896,11
"8",8,1983800,1967709.75056689,1058,10,555,0,0,129,440.759128,0
"9",9,1981865,1981859.41043084,1274,10,736,0,0,0,442.025816,0
"10",10,1979864,1979501.13378685,1443,10,567,0,0,0,442.033048,0
"11",11,1977835,1980952.38095238,1586,10,424,0,0,0,442.097768,0
"12",12,1975825,1989569.16099773,1699,10,311,0,0,0,442.113744,0
"13",13,1973825,1975963.71882086,1815,10,195,0,0,0,442.087144,0
"14",14,1971795,1973514.73922903,1842,10,168,0,0,0,442.08276,0
"15",15,1969728,1975782.31292517,1913,10,97,0,0,0,442.046688,0
"16",16,1967711,1969795.91836735,1971,10,39,0,0,0,442.0355376,0
"17",17,1965690,1932789.11564626,1999,10,11,0,0,0,442.1182,0
"18",18,1963726,1950385.48752834,2009,10,1,0,0,0,442.093096,0
"19",19,1961683,1987664.39909297,2010,10,0,0,0,0,442.060696,0
"20",20,1959680,1953287.98185941,1991,10,19,0,0,0,442.1243456,0
"21",21,1957679,1939501.13378685,2004,10,6,0,0,0,442.1235376,0
"22",22,1955675,1944308.39002268,2008,10,2,0,0,0,442.079704,0
"23",23,1953688,1965895.69160998,2010,10,0,0,0,0,442.043984,0
"24",24,1951728,1937777.77777778,2003,10,7,0,0,0,442.134336,0
"25",25,1949714,1967256.23582766,2006,10,4,0,0,0,442.1117136,0
"26",26,1947725,1944671.20181406,2010,10,0,0,0,0,442.069288,0
"27",27,1945809,1940861.67800454,1991,10,19,0,0,0,442.149664,0
"28",28,1943844,1946394.55782313,2000,10,10,0,0,0,442.129536,0
"29",29,1941843,1942766.4399093,2004,10,6,0,0,0,442.099344,0
"30",30,1939861,1933333.33333333,2010,10,0,0,0,0,442.062208,0
"31",31,1937824,1969614.51247166,2007,10,3,0,0,0,442.1135776,0
"32",32,1935819,1945034.01360544,2010,10,0,0,0,0,442.056584,0
"33",33,1933835,1914376.41723356,2006,10,4,0,0,0,442.1150176,0
"34",34,1931909,1920997.7324263,2010,10,0,0,0,0,442.068368,0
"35",35,1929934,1962630.38548753,1990,10,20,0,0,0,442.088536,0
"36",36,1927922,1927256.23582766,2000,10,10,0,0,0,442.134904,0
"37",37,1925928,1916643.99092971,2010,10,0,0,0,0,442.082496,0
"38",38,1923873,1913469.3877551,2003,10,7,0,0,0,442.131784,0
"39",39,1921898,1940498.86621315,2007,10,3,0,0,0,442.1139536,0
"40",40,1919857,1933786.84807256,2010,10,0,0,0,0,442.047944,0
