"","time_step","resources","estimate","cost_culling","cost_tend_crop","cost_unused","act_culling","act_kill_crop","act_unused","crop_yield","harvested"
"1",1,1998034,2005714.28571429,693,10,698,280,0,507,622.163483290923,280
"2",2,1995755,2019591.83673469,101,10,1248,1085,0,636,661.595194803296,1085
"3",3,1992710,1987301.58730159,982,10,600,127,0,532,698.032252779767,127
"4",4,1990612,1992199.54648526,1612,10,355,55,0,562,733.058739547307,55
"5",5,1988491,1983492.06349206,1886,10,124,40,0,835,768.139764327871,40
"6",6,1986496,1981405.89569161,2003,10,7,16,0,1858,809.27561661632,16
"7",7,1984514,1986485.26077097,2007,10,3,0,0,2008,852.986234681819,0
"8",8,1982536,1990839.00226757,2009,10,0,0,0,298,882.77923884386,0
"9",9,1980570,1966802.72108844,2010,10,0,0,0,0,887.043762699588,0
"10",10,1978550,1977596.37188209,1990,10,20,0,0,0,887.523502098692,0
"11",11,1976552,1966802.72108844,2008,10,2,0,0,0,888.478975976718,0
"12",12,1974586,1957460.31746032,2010,10,0,0,0,0,889.868796280403,0
"13",13,1972550,1960544.21768707,1984,10,26,0,0,0,890.222915444643,0
"14",14,1970486,1949750.56689342,1996,10,14,0,0,0,892.021377403379,0
"15",15,1968484,1964535.14739229,2009,10,1,0,0,0,892.044600294858,0
"16",16,1966474,1954013.60544218,2010,10,0,0,0,0,893.229424064331,0
"17",17,1964442,1964263.03854875,1982,10,28,0,0,0,894.199050364848,0
"18",18,1962536,1969342.40362812,2002,10,8,0,0,0,894.929027397726,0
"19",19,1960532,1953197.27891156,2010,10,0,0,0,0,895.832154163848,0
"20",20,1958522,1966439.90929705,1986,10,24,0,0,0,896.616053619728,0
"21",21,1956547,1979863.94557823,1991,10,19,0,0,0,897.390117288018,0
"22",22,1954539,1941587.3015873,1997,10,13,0,0,0,899.072701871432,0
"23",23,1952522,1953832.19954649,2003,10,7,0,0,0,899.196425923149,0
"24",24,1950551,1959183.67346939,2010,10,0,0,0,0,900.375637525779,0
"25",25,1948500,1956190.47619048,1978,10,32,0,0,0,901.36198683654,0
"26",26,1946483,1944852.60770975,2005,10,5,0,0,0,901.715158209703,0
"27",27,1944472,1942947.84580499,2006,10,4,0,0,0,903.027360416497,0
"28",28,1942435,1953106.57596372,2007,10,3,0,0,0,903.737750830221,0
"29",29,1940375,1939773.24263039,2010,10,0,0,0,0,904.828723093085,0
"30",30,1938420,1957641.72335601,2006,10,4,0,0,0,905.695497640551,0
"31",31,1936393,1935963.71882086,2010,10,0,0,0,0,906.687436603184,0
"32",32,1934382,1936870.74829932,1989,10,21,0,0,0,907.373525756134,0
"33",33,1932456,1931519.27437642,2001,10,9,0,0,0,908.443043966009,0
"34",34,1930528,1936870.74829932,2010,10,0,0,0,0,909.384897848152,0
"35",35,1928471,1975873.01587302,1992,10,18,0,0,0,910.064931229019,0
"36",36,1926496,1934965.98639456,2006,10,4,0,0,0,911.226280304389,0
"37",37,1924487,1918820.861678,2010,10,0,0,0,0,911.936900594052,0
"38",38,1922477,1916462.58503401,1991,10,19,0,0,0,912.574154925429,0
"39",39,1920473,1889977.32426304,2000,10,10,0,0,0,913.86282930625,0
"40",40,1918325,1922811.79138322,2007,10,3,0,0,0,914.381983065208,0
