"","time_step","resources","estimate","cost_culling","cost_tend_crop","cost_unused","act_culling","act_kill_crop","act_unused","crop_yield","harvested"
"1",1,1997991,2007437.64172336,694,10,706,329,0,514,621.090987896406,329
"2",2,1995753,2009523.80952381,35,10,1133,1328,0,881,659.086118221802,1328
"3",3,1992429,1990566.89342404,944,10,646,140,0,574,695.021262149258,140
"4",4,1990282,1985034.01360544,1608,10,402,67,0,475,729.908631273785,67
"5",5,1988155,1972879.8185941,1897,10,113,36,0,673,762.868282932878,36
"6",6,1986042,1977324.26303855,1966,10,44,17,0,1157,801.030695062954,17
"7",7,1984104,1962086.16780045,1997,10,13,1,0,1376,842.712992194088,1
"8",8,1982090,1971609.97732426,2004,10,5,0,0,440,879.520934866017,0
"9",9,1980052,2001269.84126984,501,10,755,0,0,0,886.606799088252,0
"10",10,1978170,1987664.39909297,723,10,700,0,0,0,888.058348862653,0
"11",11,1976202,1985215.41950113,990,10,867,0,0,0,889.179917765354,0
"12",12,1974131,1964353.7414966,1247,10,667,0,0,0,890.130144235231,0
"13",13,1972153,1988299.31972789,1350,10,660,0,0,0,890.36259426937,0
"14",14,1970175,1989659.86394558,1444,10,566,0,0,0,891.573542459092,0
"15",15,1968235,1989206.34920635,1634,10,376,0,0,0,892.35289343597,0
"16",16,1966191,1958911.56462585,1698,10,312,0,0,0,892.752911539345,0
"17",17,1964129,1964535.14739229,1743,10,267,0,0,0,893.955425858912,0
"18",18,1962157,1926984.12698413,1823,10,187,0,0,0,895.098672639828,0
"19",19,1960134,1947392.29024943,1877,10,133,0,0,0,895.836065264061,0
"20",20,1958130,1971337.86848073,1927,10,83,0,0,0,896.472284914791,0
"21",21,1956203,1968888.88888889,1966,10,44,0,0,0,897.530109369273,0
"22",22,1954165,1957823.1292517,1992,10,18,0,0,0,898.705376705861,0
"23",23,1952199,1966439.90929705,2003,10,7,0,0,0,898.862624852323,0
"24",24,1950156,1953469.3877551,2010,10,0,0,0,0,899.967922461291,0
"25",25,1948250,1930793.65079365,2004,10,6,0,0,0,900.893865953782,0
"26",26,1946262,1934240.36281179,2007,10,3,0,0,0,902.094695687274,0
"27",27,1944265,1939319.72789116,2008,10,2,0,0,0,902.514235545453,0
"28",28,1942241,1942040.81632653,2010,10,0,0,0,0,903.573583798429,0
"29",29,1940170,1928163.26530612,1997,10,13,0,0,0,904.336914157953,0
"30",30,1938144,1919546.48526077,2008,10,2,0,0,0,905.665067328864,0
"31",31,1936140,1914829.93197279,2009,10,1,0,0,0,906.426369765748,0
"32",32,1934135,1934603.17460317,2010,10,0,0,0,0,907.32413396205,0
"33",33,1932166,1920907.02947846,1996,10,14,0,0,0,908.136995944453,0
"34",34,1930196,1921269.84126984,2004,10,6,0,0,0,909.402030288072,0
"35",35,1928123,1926530.6122449,2006,10,4,0,0,0,910.630405902499,0
"36",36,1926189,1923809.52380952,2010,10,0,0,0,0,910.996663014542,0
"37",37,1924181,1919183.67346939,2010,10,0,0,0,0,911.646955346434,0
"38",38,1922266,1921360.54421769,2000,10,10,0,0,0,912.628218816901,0
"39",39,1920296,1925623.58276644,2005,10,5,0,0,0,913.599204607093,0
"40",40,1918348,1916009.07029478,2008,10,2,0,0,0,914.577411316273,0
