"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98572,98572,56,1050,2000,469.91422315329
2,97522,97522,56,1110,2075,469.91422315329
3,96412,96412,57,1110,2150,473.107989014521
4,95302,95302,59,1110,2225,493.282800870266
5,94192,94192,53,1290,2300,431.846150822954
6,92902,92902,42,1680,2375,323.700806386481
7,91222,91222,42,1740,2450,320.91191345133
8,89482,89482,57,1320,2525,478.180299862065
9,88162,88162,74,1050,2600,640.417543122341
10,87112,87112,71,1108,2675,617.656008606701
11,86004,86004,53,1530,2750,436.905253993584
12,84474,84474,42,2010,2825,329.978052853399
13,82464,82464,55,1560,2900,451.270470520382
14,80904,80904,78,1102,2975,681.79042852025
15,79802,79802,87,809,3050,773.678783611949
16,78993,78993,74,1234,3125,649.949546925626
17,77759,77759,57,1680,3200,478.980362555359
18,76079,76079,54,1800,3275,446.198159672838
19,74279,74279,63,1590,3350,534.655686268176
20,72689,72689,68,1500,3425,587.868925828203
21,71189,71189,63,1650,3500,536.745099318521
22,69539,69539,56,1890,3575,469.91422315329
23,67649,67649,57,1920,3650,473.107989014517
24,65729,65729,59,1890,3725,493.282800870266
25,63839,63839,53,2130,3800,431.846150822955
26,61709,61709,42,2760,3875,323.700806386481
27,58949,58949,42,2820,3950,320.911913451328
28,56129,56129,57,2100,4025,478.180299862065
29,54029,54029,74,1644,4100,640.41754312234
30,52385,52385,71,1737,4175,617.656008606701
31,50648,50648,53,2400,4250,436.905253993587
32,48248,48248,42,3060,4325,329.9780528534
33,45188,45188,55,2400,4400,451.270470520383
34,42788,42788,78,1612,4475,681.790428520249
35,41176,41176,87,1386,4550,773.678783611948
36,39790,39790,74,1830,4625,649.949546925626
37,37960,37960,57,2460,4700,478.980362555359
38,35500,35500,54,2640,4775,446.198159672838
39,32860,32860,63,2280,4850,534.655686268173
40,30580,30580,68,2160,4925,587.868925828202
41,28420,28420,63,2370,5000,536.745099318521
42,26050,26050,56,2700,5075,469.914223153289
43,23350,23350,57,2700,5150,473.107989014522
44,20650,20650,59,2640,5225,493.282800870266
45,18010,18010,53,3000,5300,431.846150822955
46,15010,15010,42,3810,5375,323.700806386482
47,11200,11200,42,3870,5450,320.91191345133
48,7330,7330,57,2880,5525,478.180299862065
49,4541,4541,74,2242,5600,640.41754312234
50,2679,2679,71,2338,5675,617.656008606701
