"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,99065,99065,107,335,2000,973.887734593022
2,98730,98730,107,363,2075,973.887734593022
3,98367,98367,66,960,2150,564.348301056836
4,97407,97407,67,990,2225,573.140558482013
5,96417,96417,55,1230,2300,455.060444970384
6,95187,95187,36,1950,2375,263.281831677738
7,93237,93237,64,1140,2450,549.78708832738
8,92097,92097,39,1920,2525,293.347775410382
9,90177,90177,11,6746,2600,10
10,83431,83431,48,1650,2675,385.322554126518
11,81781,81781,54,1500,2750,441.188964628286
12,80281,80281,59,1410,2825,493.553846315978
13,78871,78871,84,911,2900,742.768029314114
14,77960,77960,57,1560,2975,476.974906313373
15,76400,76400,72,1256,3050,624.258367039156
16,75144,75144,111,597,3125,1014.13908356937
17,74547,74547,76,1221,3200,667.385437861204
18,73326,73326,63,1530,3275,534.690645567658
19,71796,71796,64,1560,3350,541.306772455937
20,70236,70236,35,2910,3425,257.920354393729
21,67326,67326,57,1830,3500,475.343744876321
22,65496,65496,54,1980,3575,441.408072413195
23,63516,63516,11,8426,3650,10
24,55090,55090,36,3090,3725,262.707244877235
25,52000,52000,57,1980,3800,476.369877961342
26,50020,50020,52,2220,3875,424.866687875796
27,47800,47800,81,1335,3950,716.899885245476
28,46465,46465,66,1800,4025,569.867682726883
29,44665,44665,59,2070,4100,496.308196131411
30,42595,42595,107,917,4175,971.866720452912
31,41678,41678,90,1130,4250,801.313140910873
32,40548,40548,61,2100,4325,511.34994100061
33,38448,38448,68,1920,4400,587.838913224199
34,36528,36528,41,3270,4475,312.212502220698
35,33258,33258,47,2880,4550,374.385595753464
36,30378,30378,64,2160,4625,540.276354713764
37,28218,28218,17,7557,4700,73.6370995423652
38,20661,20661,22,6386,4775,127.432926561916
39,14275,14275,58,2490,4850,480.325676554027
40,11785,11785,50,2940,4925,402.382241447912
41,8845,8845,73,2020,5000,639.663578426077
42,6825,6825,76,1910,5075,668.119957886382
43,4915,4915,53,2910,5150,432.787917755067
44,2511,2511,95,1354,5225,856.678196483705
45,1800,1800,102,1262,5300,927.18047123105
46,1348,1348,63,2550,5375,532.448892365122
47,670,670,68,2400,5450,587.267564977941
48,270,270,50,3300,5525,404.868313023952
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
