"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97919,97919,38,1560,2000,281.562121807052
2,96359,96359,38,1620,2075,281.562121807052
3,94739,94739,30,2130,2150,208.265573794626
4,92609,92609,24,2760,2225,140.743101504983
5,89849,89849,18,3810,2300,86.6002736018423
6,86039,86039,15,4740,2375,53.1153871372553
7,81299,81299,14,5250,2450,46.1819980833034
8,76049,76049,16,4710,2525,69.363786342206
9,71339,71339,22,3540,2600,123.202545082017
10,67799,67799,30,2670,2675,204.888971745899
11,65129,65129,40,2040,2750,308.358629997684
12,63089,63089,52,1620,2825,424.818366912181
13,61469,61469,64,1350,2900,543.649463721561
14,60119,60119,75,1165,2975,653.581071093141
15,58954,58954,84,954,3050,743.988428639017
16,58000,58000,90,783,3125,806.150549743524
17,57217,57217,93,783,3200,834.304397655605
18,56434,56434,92,786,3275,826.356971226092
19,55648,55648,88,874,3350,784.159998872449
20,54774,54774,81,1198,3425,713.308330649214
21,53576,53576,72,1437,3500,622.485019448621
22,52139,52139,62,1710,3575,522.435115055763
23,50429,50429,52,2100,3650,424.698360536173
24,48329,48329,44,2520,3725,340.261765507267
25,45809,45809,37,3060,3800,278.302305319719
26,42749,42749,34,3390,3875,245.176580798963
27,39359,39359,34,3480,3950,243.780101058733
28,35879,35879,37,3240,4025,273.348688256684
29,32639,32639,42,2910,4100,329.715282136551
30,29729,29729,50,2490,4175,405.975278903549
31,27239,27239,59,2160,4250,493.460678444661
32,25079,25079,68,1890,4325,582.884873951204
33,23189,23189,76,1656,4400,665.500984771584
34,21533,21533,83,1462,4475,734.119546641138
35,20071,20071,88,1329,4550,783.855418296297
36,18742,18742,91,1241,4625,812.515289732439
37,17501,17501,92,1250,4700,820.590129586044
38,16251,16251,91,1298,4775,810.873691160467
39,14953,14953,88,1451,4850,787.780748506495
40,13502,13502,85,1518,4925,756.479669337556
41,11984,11984,82,1663,5000,721.977575421204
42,10321,10321,78,1821,5075,688.299522273797
43,8500,8500,75,2006,5150,657.885617176053
44,6494,6494,73,2118,5225,631.294515253473
45,4395,4395,70,2250,5300,607.253574143127
46,2527,2527,68,2370,5375,583.042192587817
47,1418,1418,65,2490,5450,555.14337361631
48,609,609,62,2670,5525,520.056863014553
49,155,155,57,2940,5600,475.141425402489
NA,NA,NA,NA,NA,NA,NA
