"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98445,98445,73,780,2000,633.523797562479
2,97665,97665,73,840,2075,633.523797562479
3,96825,96825,65,990,2150,550.596205455239
4,95835,95835,35,1890,2225,250.786379308359
5,93945,93945,91,508,2300,812.14571058695
6,93437,93437,33,2130,2375,238.026218514652
7,91307,91307,74,977,2450,644.280042075323
8,90330,90330,49,1530,2525,392.974900705745
9,88800,88800,75,1018,2600,656.472420709673
10,87782,87782,31,2580,2675,219.925716521376
11,85202,85202,94,629,2750,842.797105704203
12,84573,84573,27,3120,2825,172.118180400994
13,81453,81453,83,959,2900,730.743366796444
14,80494,80494,41,2160,2975,318.243889536014
15,78334,78334,80,1048,3050,708.724926292861
16,77286,77286,27,3450,3125,172.160949592797
17,73836,73836,100,693,3200,902.5548547156
18,73143,73143,22,4440,3275,121.273723141732
19,68703,68703,81,1139,3350,712.629990845086
20,67564,67564,56,1830,3425,461.871003718318
21,65734,65734,54,1920,3500,441.774361374898
22,63814,63814,58,1830,3575,482.746388884641
23,61984,61984,76,1371,3650,663.389785626359
24,60613,60613,31,3600,3725,217.048904907676
25,57013,57013,83,1216,3800,732.267376725203
26,55797,55797,54,2130,3875,443.4046746003
27,53667,53667,43,2730,3950,330.412728676714
28,50937,50937,87,1220,4025,776.013637378894
29,49717,49717,34,3600,4100,249.492005163761
30,46117,46117,71,1737,4175,618.405766891976
31,44380,44380,56,2250,4250,460.015935663804
32,42130,42130,65,1980,4325,557.778623763852
33,40150,40150,40,3300,4400,309.43937648169
34,36850,36850,90,1199,4475,803.795653644368
35,35651,35651,25,5458,4550,151.110415588818
36,30193,30193,88,1374,4625,781.639250553792
37,28819,28819,38,3690,4700,283.872486975672
38,25129,25129,79,1726,4775,699.880541018174
39,23403,23403,31,4680,4850,211.081225035604
40,18723,18723,97,1222,4925,875.045432938896
41,17501,17501,20,7148,5000,100.882349799982
42,10353,10353,88,1446,5075,784.22588656283
43,8907,8907,46,3330,5150,369.747180596627
44,5580,5580,61,2550,5225,515.96342079378
45,3195,3195,54,2940,5300,441.787760802232
46,1640,1640,78,1946,5375,689.270564239637
47,1004,1004,27,5973,5450,172.738297056895
48,4,4,91,1525,5525,813.428597626128
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
