"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98136,98136,50,1200,2000,406.17703041545
2,96936,96936,50,1230,2075,406.17703041545
3,95706,95706,92,454,2150,826.40083953327
4,95252,95252,30,2220,2225,208.872884680503
5,93032,93032,67,1020,2300,572.797320629119
6,92012,92012,49,1440,2375,396.708731804136
7,90572,90572,79,900,2450,699.459227013436
8,89672,89672,65,1140,2525,551.013609157669
9,88532,88532,36,2160,2600,266.166971502313
10,86372,86372,73,1056,2675,630.40813933268
11,85316,85316,44,1860,2750,346.197345109515
12,83456,83456,100,593,2825,904.948090651317
13,82863,82863,24,3600,2900,145.815516259003
14,79263,79263,74,1192,2975,646.066024521479
15,78071,78071,40,2280,3050,308.338597613933
16,75791,75791,85,965,3125,756.611521245648
17,74826,74826,62,1530,3200,528.627980402292
18,73296,73296,38,2580,3275,289.75486001153
19,70716,70716,72,1350,3350,621.925444886095
20,69366,69366,40,2550,3425,308.939099521213
21,66816,66816,105,734,3500,955.699132635555
22,66082,66082,20,5335,3575,108.900754452764
23,60747,60747,79,1268,3650,699.855869013718
24,59479,59479,33,3360,3725,235.106671681287
25,56119,56119,90,969,3800,804.416767332695
26,55150,55150,60,1920,3875,503.785955300961
27,53230,53230,42,2820,3950,326.239901926155
28,50410,50410,69,1740,4025,595.492656262456
29,48670,48670,39,3150,4100,295.863713978601
30,45520,45520,107,911,4175,975.428880625557
31,44609,44609,20,6284,4250,102.393052381188
32,38325,38325,82,1442,4325,728.774219744708
33,36883,36883,28,4710,4400,183.120148907425
34,32173,32173,93,1155,4475,837.227747918095
35,31018,31018,58,2340,4550,481.277067700006
36,28678,28678,47,2940,4625,371.513893902999
37,25738,25738,65,2160,4700,553.919821420407
38,23578,23578,40,3570,4775,306.086884245673
39,20008,20008,106,1086,4850,963.568554331401
40,18922,18922,22,6519,4925,127.932847643345
41,12403,12403,82,1668,5000,729.715770395617
42,10735,10735,25,6040,5075,156.709137516147
43,4721,4721,95,1315,5150,850.464630886449
44,3604,3604,56,2790,5225,465.728866142032
45,2020,2020,52,3030,5300,420.729457997769
46,779,779,60,2670,5375,501.524482332834
47,179,179,43,3780,5450,336.549747176713
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
