"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,99061,99061,109,312,2000,992.214791171035
2,98749,98749,109,331,2075,992.214791171035
3,98418,98418,63,1020,2150,534.067216696421
4,97398,97398,11,6003,2225,10
5,91395,91395,50,1380,2300,407.599679913076
6,90015,90015,41,1710,2375,311.523537984228
7,88305,88305,50,1470,2450,405.763274759528
8,86835,86835,24,3150,2525,145.515430434333
9,83685,83685,11,6770,2600,10
10,76915,76915,87,754,2675,774.553738273638
11,76161,76161,69,1170,2750,594.588746003275
12,74991,74991,32,2640,2825,227.969906873482
13,72351,72351,73,1167,2900,634.786495958532
14,71184,71184,76,1135,2975,664.496383803761
15,70049,70049,123,488,3050,1138.22077908129
16,69561,69561,90,785,3125,805.342007050304
17,68776,68776,46,2070,3200,361.414365318535
18,66706,66706,126,526,3275,1167.40790427524
19,66180,66180,106,693,3350,964.925218515491
20,65487,65487,70,1440,3425,604.785194626412
21,64047,64047,65,1590,3500,556.644339588427
22,62457,62457,42,2550,3575,322.941363679025
23,59907,59907,97,864,3650,878.802965601758
24,59043,59043,50,2220,3725,403.888756663935
25,56823,56823,11,8310,3800,10
26,48513,48513,53,2190,3875,432.166541839674
27,46323,46323,44,2670,3950,343.26799761499
28,43653,43653,42,2850,4025,323.097040994324
29,40803,40803,27,4530,4100,178.813752553592
30,36273,36273,11,8960,4175,10
31,27313,27313,98,1028,4250,886.742421532635
32,26285,26285,76,1625,4325,665.33254841081
33,24660,24660,35,3750,4400,250.244542835995
34,20910,20910,88,1261,4475,781.485607668152
35,19649,19649,90,1238,4550,806.151348660356
36,18411,18411,121,878,4625,1110.20202117061
37,17533,17533,88,1380,4700,787.243373550049
38,16153,16153,47,3030,4775,371.594094952072
39,13123,13123,127,893,4850,1177.42669771291
40,12230,12230,99,1207,4925,895.364232843021
41,11023,11023,51,2940,5000,417.871802512238
42,8116,8116,59,2580,5075,492.565787788155
43,5716,5716,40,3840,5150,305.28385375043
44,2612,2612,85,1657,5225,754.143489019815
45,1738,1738,39,4050,5300,290.324461922098
46,523,523,11,9759,5375,10
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
