"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97860,97860,40,1500,2000,304.027336551588
2,96360,96360,40,1530,2075,304.027336551588
3,94830,94830,63,1020,2150,532.922720705233
4,93810,93810,20,3330,2225,105.445991969264
5,90480,90480,49,1380,2300,391.843094701142
6,89100,89100,66,1050,2375,563.863871587472
7,88050,88050,78,909,2450,680.855929162292
8,87141,87141,88,672,2525,786.232800738497
9,86469,86469,83,831,2600,733.456121453008
10,85638,85638,40,1980,2675,300.899770084261
11,83658,83658,58,1410,2750,483.913457722623
12,82248,82248,17,4980,2825,74.5503972093289
13,77268,77268,60,1440,2900,507.126806636496
14,75828,75828,69,1290,2975,596.47634612232
15,74538,74538,78,1112,3050,682.829762262628
16,73426,73426,97,722,3125,874.13937492042
17,72704,72704,61,1560,3200,511.047910625036
18,71144,71144,51,1920,3275,414.124206920914
19,69224,69224,41,2430,3350,314.537963751174
20,66794,66794,28,3660,3425,183.239752386915
21,63134,63134,64,1620,3500,549.416844514785
22,61514,61514,74,1428,3575,645.018913566627
23,60086,60086,79,1257,3650,699.23570846688
24,58829,58829,99,864,3725,891.808139198572
25,57965,57965,42,2700,3800,329.584831156303
26,55265,55265,62,1860,3875,521.918848694124
27,53405,53405,23,5124,3950,136.175681161047
28,48281,48281,45,2670,4025,352.272681519309
29,45611,45611,65,1890,4100,559.940692648785
30,43721,43721,77,1544,4175,677.522446447951
31,42177,42177,86,1327,4250,763.565862291166
32,40850,40850,88,1188,4325,780.399019551812
33,39662,39662,38,3450,4400,287.435293509505
34,36212,36212,61,2190,4475,510.131812636753
35,34022,34022,16,7705,4550,67.7065911238339
36,26317,26317,58,2370,4625,485.699849341938
37,23947,23947,68,2070,4700,585.830376271296
38,21877,21877,78,1747,4775,682.835184079689
39,20130,20130,95,1257,4850,855.296326195817
40,18873,18873,66,2220,4925,567.932948232588
41,16653,16653,48,3120,5000,380.825061823376
42,13533,13533,46,3300,5075,363.039807129847
43,10233,10233,24,6308,5150,146.335004470927
44,3978,3978,64,2430,5225,544.040200507716
45,2330,2330,73,2148,5300,633.136543259397
46,1367,1367,79,1900,5375,691.316518262049
47,719,719,99,1349,5450,898.355506408857
48,445,445,46,3600,5525,364.407022960111
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
