"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,96648,96648,56,1050,2000,468.666543177
2,95598,95598,56,1110,2075,468.666543177
3,94488,94488,75,840,2150,651.415122830674
4,93648,93648,84,683,2225,749.960039983939
5,92965,92965,68,990,2300,586.921600994251
6,91975,91975,76,874,2375,663.93591405782
7,91101,91101,58,1260,2450,481.48893738311
8,89841,89841,20,3780,2525,107.600628497956
9,86061,86061,54,1440,2600,441.15379311606
10,84621,84621,79,952,2675,698.925409279641
11,83669,83669,14,5856,2750,48.1097527040941
12,77813,77813,11,7179,2825,10
13,70634,70634,84,914,2900,741.242871916348
14,69720,69720,81,1018,2975,718.4225055959
15,68702,68702,17,5368,3050,72.7806474582467
16,63334,63334,53,1740,3125,431.916129374778
17,61594,61594,111,626,3200,1016.81105510568
18,60968,60968,79,1130,3275,699.407507774218
19,59838,59838,57,1740,3350,473.865228939539
20,58098,58098,83,1089,3425,736.75270041553
21,57009,57009,78,1260,3500,689.634044621411
22,55749,55749,69,1530,3575,590.960823252442
23,54219,54219,76,1378,3650,665.226252110839
24,52841,52841,42,2640,3725,324.268247770431
25,50201,50201,23,4950,3800,133.055180469427
26,45251,45251,71,1620,3875,618.865996219343
27,43631,43631,64,1830,3950,546.874539285351
28,41801,41801,11,8504,4025,10
29,33297,33297,27,4530,4100,173.489829031527
30,28767,28767,98,1007,4175,889.279326120318
31,27760,27760,57,2220,4250,472.416024154445
32,25540,25540,15,7693,4325,59.4333535806777
33,17847,17847,79,1535,4400,698.395977580358
34,16312,16312,109,974,4475,993.560768130568
35,15338,15338,64,2130,4550,549.669890937314
36,13208,13208,64,2160,4625,548.394542155613
37,11048,11048,87,1422,4700,771.925676714777
38,9626,9626,72,1980,4775,624.67060881089
39,7646,7646,72,2001,4850,626.795999643552
40,5684,5684,70,2100,4925,604.658770404748
41,3827,3827,28,5336,5000,182.357872321646
42,973,973,35,4350,5075,257.309655372441
43,102,102,82,1735,5150,720.742854178682
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
