"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98442,98442,45,1320,2000,354.169025425778
2,97122,97122,45,1380,2075,354.169025425778
3,95742,95742,59,1080,2150,498.585331687469
4,94662,94662,69,960,2225,591.019650733716
5,93702,93702,47,1440,2300,370.408996297658
6,92262,92262,90,526,2375,800.734366132269
7,91736,91736,33,2220,2450,232.185140859743
8,89516,89516,78,884,2525,685.269306230438
9,88632,88632,42,1830,2600,320.366675680597
10,86802,86802,67,1170,2675,571.738074547703
11,85632,85632,71,1140,2750,610.779058389727
12,84492,84492,42,2010,2825,325.152832333265
13,82482,82482,79,1000,2900,690.151396753951
14,81482,81482,29,3060,2975,190.098108271979
15,78422,78422,85,958,3050,750.523569896469
16,77464,77464,48,1950,3125,381.958450135813
17,75514,75514,68,1410,3200,585.464039427385
18,74104,74104,62,1560,3275,525.845747377929
19,72544,72544,40,2490,3350,306.010688485618
20,70054,70054,84,1055,3425,749.684018121022
21,68999,68999,39,2670,3500,297.670431938117
22,66329,66329,89,950,3575,796.735707251729
23,65379,65379,41,2670,3650,317.022394208694
24,62709,62709,64,1740,3725,545.951940372608
25,60969,60969,63,1800,3800,537.006707894409
26,59169,59169,50,2310,3875,404.320609279099
27,56859,56859,87,1201,3950,776.408565848443
28,55658,55658,33,3630,4025,232.001235526548
29,52028,52028,80,1424,4100,702.474298902814
30,50604,50604,37,3360,4175,276.445062990077
31,47244,47244,71,1770,4250,614.953062032801
32,45474,45474,66,1950,4325,560.934817209557
33,43524,43524,46,2850,4400,369.136459512996
34,40674,40674,76,1703,4475,668.071385386958
35,38971,38971,29,4680,4550,194.524727057139
36,34291,34291,86,1439,4625,768.451553995993
37,32852,32852,44,3180,4700,349.765612828602
38,29672,29672,73,1950,4775,639.644558983421
39,27722,27722,58,2490,4850,482.356277491423
40,25232,25232,45,3270,4925,350.923477651819
41,21962,21962,82,1670,5000,721.512166609628
42,20292,20292,40,3780,5075,304.922817971653
43,16512,16512,91,1402,5150,813.647477528769
44,15110,15110,38,4110,5225,285.034615003143
45,11000,11000,68,2310,5300,589.580698985304
46,8690,8690,58,2760,5375,480.820296808379
47,5930,5930,54,3000,5450,442.637598630311
48,3217,3217,84,1780,5525,743.682260059521
49,2228,2228,34,4920,5600,241.384302452836
50,466,466,81,1939,5675,711.53245228874
