"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97882,97882,56,1050,2000,466.332936861269
2,96832,96832,56,1110,2075,466.332936861269
3,95722,95722,60,1050,2150,502.923220893637
4,94672,94672,45,1470,2225,350.748848815237
5,93202,93202,65,1050,2300,550.115475636589
6,92152,92152,62,1140,2375,527.213571592088
7,91012,91012,75,958,2450,656.864225379025
8,90054,90054,55,1350,2525,452.633758163094
9,88704,88704,55,1410,2600,455.385577425469
10,87294,87294,44,1800,2675,349.303878248216
11,85494,85494,65,1260,2750,552.953236735584
12,84234,84234,67,1260,2825,575.56473217976
13,82974,82974,75,1134,2900,657.716504339977
14,81840,81840,56,1590,2975,460.479877121071
15,80250,80250,50,1830,3050,408.859465028968
16,78420,78420,45,2070,3125,350.518688367953
17,76350,76350,63,1500,3200,535.450649088978
18,74850,74850,71,1350,3275,617.954730959054
19,73500,73500,75,1316,3350,652.875500943407
20,72184,72184,58,1770,3425,485.827245545005
21,70414,70414,47,2220,3500,372.409853550242
22,68194,68194,46,2310,3575,360.430447820666
23,65884,65884,60,1800,3650,504.718518680803
24,64084,64084,74,1494,3725,647.290440777905
25,62590,62590,73,1554,3800,636.756768598134
26,61036,61036,61,1890,3875,519.030418556763
27,59146,59146,45,2610,3950,350.672546972793
28,56536,56536,48,2490,4025,383.416428883496
29,54046,54046,57,2130,4100,472.175644889382
30,51916,51916,76,1603,4175,661.622586799999
31,50313,50313,70,1800,4250,606.842259171859
32,48513,48513,64,2010,4325,547.820367286167
33,46503,46503,44,3000,4400,342.952284782005
34,43503,43503,51,2610,4475,419.65726769064
35,40893,40893,54,2520,4550,449.939065522547
36,38373,38373,76,1768,4625,663.989721141733
37,36605,36605,66,2130,4700,565.538386841059
38,34475,34475,66,2160,4775,561.223022814211
39,32315,32315,44,3300,4850,344.390337867319
40,29015,29015,56,2610,4925,464.170695534021
41,26405,26405,54,2760,5000,446.949512028226
42,23645,23645,76,1901,5075,660.384635788928
43,21744,21744,62,2490,5150,520.124800243479
44,19254,19254,65,2400,5225,553.040830143568
45,16854,16854,44,3600,5300,348.634634379884
46,13254,13254,60,2670,5375,507.905145803928
47,10584,10584,56,2910,5450,466.194963773143
48,7674,7674,75,2159,5525,656.737491610805
49,5515,5515,58,2880,5600,480.697821118556
50,3113,3113,62,2730,5675,523.678367264668
