"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97292,97292,44,1350,2000,341.747740127559
2,95942,95942,44,1410,2075,341.747740127559
3,94532,94532,49,1290,2150,396.7266439397
4,93242,93242,60,1110,2225,506.623608655172
5,92132,92132,73,908,2300,630.263194610133
6,91224,91224,82,780,2375,722.868815236713
7,90444,90444,85,762,2450,753.269168121648
8,89682,89682,81,835,2525,712.385940283154
9,88847,88847,71,1080,2600,612.574854723523
10,87767,87767,58,1380,2675,481.673287827222
11,86387,86387,45,1830,2750,355.428312088096
12,84557,84557,36,2340,2825,269.204382953153
13,82217,82217,34,2550,2900,248.342945810441
14,79667,79667,39,2280,2975,298.326647701475
15,77387,77387,49,1860,3050,399.261947790401
16,75527,75527,61,1530,3125,510.145459195955
17,73997,73997,68,1410,3200,584.422552236347
18,72587,72587,69,1410,3275,591.188313405413
19,71177,71177,63,1590,3350,531.118732358536
20,69587,69587,53,1920,3425,437.44541321095
21,67667,67667,46,2280,3500,360.201256917939
22,65387,65387,44,2430,3575,341.747740127559
23,62957,62957,49,2220,3650,396.726643939699
24,60737,60737,60,1860,3725,506.62360865517
25,58877,58877,73,1558,3800,630.263194610131
26,57319,57319,82,1304,3875,722.868815236715
27,56015,56015,85,1218,3950,753.269168121649
28,54797,54797,81,1355,4025,712.385940283153
29,53442,53442,71,1710,4100,612.574854723526
30,51732,51732,58,2130,4175,481.673287827225
31,49602,49602,45,2820,4250,355.428312088098
32,46782,46782,36,3600,4325,269.204382953154
33,43182,43182,34,3870,4400,248.342945810442
34,39312,39312,39,3420,4475,298.326647701477
35,35892,35892,49,2760,4550,399.261947790403
36,33132,33132,61,2250,4625,510.145459195957
37,30882,30882,68,2070,4700,584.422552236348
38,28812,28812,69,2070,4775,591.188313405414
39,26742,26742,63,2280,4850,531.118732358539
40,24462,24462,53,2760,4925,437.445413210953
41,21702,21702,46,3240,5000,360.201256917941
42,18462,18462,44,3450,5075,341.747740127559
43,15012,15012,49,3150,5150,396.7266439397
44,11862,11862,60,2610,5225,506.623608655172
45,9252,9252,73,2144,5300,630.263194610128
46,7108,7108,82,1823,5375,722.868815236713
47,5293,5293,85,1742,5450,753.269168121648
48,3732,3732,81,1880,5525,712.385940283154
49,2450,2450,71,2340,5600,612.574854723523
50,1351,1351,58,2910,5675,481.673287827222
