"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97885,97885,75,780,2000,658.587546831335
2,97105,97105,75,810,2075,658.587546831335
3,96295,96295,67,960,2150,572.551860874148
4,95335,95335,50,1320,2225,406.782870898798
5,94015,94015,51,1350,2300,419.897869051203
6,92665,92665,55,1290,2375,451.193511327963
7,91375,91375,95,556,2450,850.756799543262
8,90819,90819,24,3150,2525,140.349303639476
9,87669,87669,68,1140,2600,582.196485442816
10,86529,86529,56,1410,2675,460.815607818089
11,85119,85119,75,1080,2750,652.464982190312
12,84039,84039,58,1440,2825,484.626269110314
13,82599,82599,28,3090,2900,180.984236763847
14,79509,79509,91,702,2975,813.406483851622
15,78807,78807,53,1710,3050,434.908373034125
16,77097,77097,62,1500,3125,528.161768852294
17,75597,75597,39,2460,3200,292.45701639839
18,73137,73137,71,1350,3275,613.186793998515
19,71787,71787,73,1346,3350,637.992869307606
20,70441,70441,49,2070,3425,393.990634267244
21,68371,68371,42,2490,3500,326.890297989939
22,65881,65881,75,1400,3575,658.587546831335
23,64481,64481,67,1620,3650,572.551860874149
24,62861,62861,50,2220,3725,406.782870898801
25,60641,60641,51,2220,3800,419.897869051201
26,58421,58421,55,2100,3875,451.193511327957
27,56321,56321,95,967,3950,850.756799543264
28,55354,55354,24,5010,4025,140.34930363948
29,50344,50344,68,1800,4100,582.196485442813
30,48544,48544,56,2220,4175,460.815607818083
31,46324,46324,75,1668,4250,652.464982190311
32,44656,44656,58,2220,4325,484.626269110319
33,42436,42436,28,4710,4400,180.984236763839
34,37726,37726,91,1208,4475,813.406483851621
35,36518,36518,53,2550,4550,434.908373034127
36,33968,33968,62,2220,4625,528.161768852301
37,31748,31748,39,3600,4700,292.457016398396
38,28148,28148,71,1998,4775,613.186793998513
39,26150,26150,73,1976,4850,637.992869307614
40,24174,24174,49,3000,4925,393.990634267236
41,21174,21174,42,3570,5000,326.890297989933
42,17604,17604,75,1972,5075,658.587546831336
43,15632,15632,67,2280,5150,572.551860874148
44,13352,13352,50,3120,5225,406.782870898804
45,10232,10232,51,3090,5300,419.897869051201
46,7142,7142,55,2910,5375,451.193511327963
47,4409,4409,95,1439,5450,850.756799543266
48,3395,3395,24,6692,5525,140.349303639479
49,686,686,68,2460,5600,582.196485442816
50,202,202,56,3030,5675,460.815607818079
