"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98328,98328,50,1200,2000,409.564826070577
2,97128,97128,50,1230,2075,409.564826070577
3,95898,95898,66,960,2150,561.896496938994
4,94938,94938,79,769,2225,691.868976531987
5,94169,94169,69,990,2300,598.859110626948
6,93179,93179,48,1470,2375,381.317670447669
7,91709,91709,43,1680,2450,332.197431903736
8,90029,90029,55,1350,2525,456.048523088305
9,88679,88679,66,1170,2600,566.60484222412
10,87509,87509,71,1108,2675,612.528739199939
11,86401,86401,68,1200,2750,587.704393373482
12,85201,85201,58,1440,2825,484.363348476922
13,83761,83761,48,1800,2900,385.731414621104
14,81961,81961,47,1890,2975,373.125798992555
15,80071,80071,57,1590,3050,475.602803273052
16,78481,78481,74,1235,3125,644.87021634848
17,77246,77246,77,1187,3200,677.080871405007
18,76059,76059,58,1680,3275,485.215550838813
19,74379,74379,42,2370,3350,325.918726599468
20,72009,72009,48,2130,3425,385.256602160557
21,69879,69879,61,1710,3500,519.940045453541
22,68169,68169,69,1530,3575,596.793522143758
23,66639,66639,71,1509,3650,611.108014512784
24,65130,65130,64,1740,3725,542.48165565187
25,63390,63390,52,2190,3800,427.752744739503
26,61200,61200,46,2520,3875,366.167674376828
27,58680,58680,50,2370,3950,409.564826070577
28,56310,56310,66,1800,4025,561.896496938994
29,54510,54510,79,1458,4100,691.868976531987
30,53052,53052,69,1800,4175,598.859110626948
31,51252,51252,48,2640,4250,381.317670447669
32,48612,48612,43,3000,4325,332.197431903736
33,45612,45612,55,2400,4400,456.048523088305
34,43212,43212,66,2010,4475,566.604842224122
35,41202,41202,71,1915,4550,612.528739199939
36,39287,39287,68,2040,4625,587.704393373483
37,37247,37247,58,2430,4700,484.363348476922
38,34817,34817,48,2970,4775,385.731414621104
39,31847,31847,47,3090,4850,373.125798992556
40,28757,28757,57,2580,4925,475.602803273052
41,26177,26177,74,1992,5000,644.87021634848
42,24185,24185,77,1890,5075,677.080871405007
43,22295,22295,58,2640,5150,485.215550838813
44,19655,19655,42,3720,5225,325.918726599467
45,15935,15935,48,3300,5300,385.256602160557
46,12635,12635,61,2640,5375,519.940045453541
47,9995,9995,69,2340,5450,596.793522143758
48,7655,7655,71,2300,5525,611.108014512784
49,5376,5376,64,2610,5600,542.481655651868
50,3137,3137,52,3270,5675,427.752744739504
