"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98809,98809,90,425,2000,807.58173058174
2,98384,98384,90,443,2075,807.58173058174
3,97941,97941,45,1410,2150,354.370784772406
4,96531,96531,68,960,2225,587.374455588582
5,95571,95571,35,1950,2300,251.200673927744
6,93621,93621,99,469,2375,896.282525342797
7,93152,93152,33,2220,2450,233.045482807508
8,90932,90932,53,1410,2525,436.826392773074
9,89522,89522,87,717,2600,771.878956284259
10,88805,88805,38,2100,2675,282.640849938146
11,86705,86705,71,1140,2750,611.82124650901
12,85565,85565,39,2160,2825,294.282421219651
13,83405,83405,102,612,2900,922.975324924731
14,82793,82793,14,6207,2975,45.079660351625
15,76586,76586,78,1112,3050,685.576456025845
16,75474,75474,73,1238,3125,638.620375225074
17,74236,74236,36,2640,3200,269.602636630748
18,71596,71596,73,1320,3275,633.098278223144
19,70276,70276,46,2160,3350,366.99812049616
20,68116,68116,93,839,3425,838.54036975982
21,67277,67277,11,7943,3500,10
22,59334,59334,99,820,3575,891.796046860922
23,58514,58514,54,2010,3650,444.387467843744
24,56504,56504,43,2580,3725,330.355869664208
25,53924,53924,73,1560,3800,637.949044415739
26,52364,52364,54,2130,3875,441.594166408094
27,50234,50234,77,1484,3950,679.893056302406
28,48750,48750,17,6778,4025,73.9990398534699
29,41972,41972,108,860,4100,988.127348901347
30,41112,41112,35,3570,4175,250.253410644398
31,37542,37542,55,2310,4250,455.288208768187
32,35232,35232,71,1800,4325,611.736029214619
33,33432,33432,60,2190,4400,500.239873709853
34,31242,31242,60,2220,4475,500.368142880285
35,29022,29022,37,3660,4550,274.034981269966
36,25362,25362,104,1046,4625,940.316429863744
37,24316,24316,22,6331,4700,122.312490643512
38,17985,17985,70,2040,4775,609.759664096909
39,15945,15945,64,2250,4850,547.676495780697
40,13695,13695,63,2340,4925,538.980055054339
41,11355,11355,45,3330,5000,351.048741131695
42,8025,8025,62,2430,5075,525.051677668928
43,5634,5634,85,1625,5150,759.083785505616
44,4161,4161,20,7349,5225,109.064243119915
45,638,638,84,1718,5300,743.567355274707
46,303,303,55,2910,5375,453.881973680153
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
