"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98338,98338,59,990,2000,490.581218334805
2,97348,97348,59,1050,2075,490.581218334805
3,96298,96298,67,960,2150,576.550877418831
4,95338,95338,60,1110,2225,503.753408549176
5,94228,94228,70,960,2300,607.168744674907
6,93268,93268,51,1380,2375,419.224823045536
7,91888,91888,46,1590,2450,363.18671725612
8,90298,90298,75,984,2525,658.812123230378
9,89314,89314,64,1200,2600,542.24248470063
10,88114,88114,50,1590,2675,404.71483223804
11,86524,86524,59,1380,2750,494.272405260499
12,85144,85144,49,1710,2825,391.876943303703
13,83434,83434,63,1380,2900,532.943007440612
14,82054,82054,75,1164,2975,657.964242589497
15,80890,80890,46,1980,3050,363.034059888696
16,78910,78910,51,1830,3125,411.268831213486
17,77080,77080,69,1380,3200,593.84886981753
18,75700,75700,60,1620,3275,501.273444389158
19,74080,74080,68,1470,3350,588.504965243593
20,72610,72610,60,1710,3425,501.131988765581
21,70900,70900,41,2550,3500,319.705342074352
22,68350,68350,69,1530,3575,591.652745914035
23,66820,66820,71,1505,3650,618.661657932446
24,65315,65315,50,2220,3725,402.635547786477
25,63095,63095,58,1950,3800,483.213772473808
26,61145,61145,52,2220,3875,422.58639907669
27,58925,58925,55,2130,3950,455.028874936536
28,56795,56795,77,1515,4025,676.095775533458
29,55280,55280,54,2250,4100,447.4766020826
30,53030,53030,44,2820,4175,344.484056877882
31,50210,50210,67,1890,4250,578.178927561833
32,48320,48320,62,2070,4325,524.214768103664
33,46250,46250,65,2010,4400,550.726219926972
34,44240,44240,66,2010,4475,569.005694281641
35,42230,42230,42,3240,4550,327.632164099088
36,38990,38990,59,2340,4625,496.271489858816
37,36650,36650,76,1781,4700,669.607805210319
38,34869,34869,53,2700,4775,436.822085252171
39,32169,32169,55,2640,4850,451.612026572901
40,29529,29529,56,2610,4925,462.005555824989
41,26919,26919,50,3000,5000,401.990137221406
42,23919,23919,74,2027,5075,643.591262839921
43,21892,21892,64,2400,5150,546.479579460616
44,19492,19492,41,3810,5225,314.443158314973
45,15682,15682,62,2550,5300,526.624253441814
46,13132,13132,66,2430,5375,560.036288665538
47,10702,10702,61,2670,5450,514.95557508091
48,8032,8032,70,2340,5525,604.074131618086
49,5692,5692,48,3480,5600,381.218755361901
50,2635,2635,50,3390,5675,401.296912068231
