"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97780,97780,38,1560,2000,283.347460993956
2,96220,96220,38,1620,2075,283.347460993956
3,94600,94600,47,1350,2150,371.227822437753
4,93250,93250,63,1050,2225,538.336033482796
5,92200,92200,58,1170,2300,488.480480733242
6,91030,91030,65,1080,2375,556.765512528266
7,89950,89950,81,842,2450,718.346715627354
8,89108,89108,67,1110,2525,572.551156068214
9,87998,87998,48,1620,2600,383.086871935918
10,86378,86378,54,1470,2675,449.50940737431
11,84908,84908,52,1560,2750,425.859960692441
12,83348,83348,42,2010,2825,321.306768348069
13,81338,81338,60,1440,2900,508.553952292596
14,79898,79898,79,1067,2975,693.27468617501
15,78831,78831,67,1350,3050,574.517368678254
16,77481,77481,63,1470,3125,534.260719012415
17,76011,76011,70,1350,3200,602.905817153395
18,74661,74661,52,1860,3275,420.180688157662
19,72801,72801,37,2700,3350,272.149595766141
20,70101,70101,54,1890,3425,446.178554376679
21,68211,68211,63,1650,3500,536.930946965948
22,66561,66561,58,1830,3575,481.16051811084
23,64731,64731,72,1500,3650,624.87021996868
24,63231,63231,80,1299,3725,707.702408870978
25,61932,61932,58,1950,3800,485.495485819372
26,59982,59982,48,2400,3875,386.13112024324
27,57582,57582,56,2100,3950,469.212900526732
28,55482,55482,47,2550,4025,376.460144587946
29,52932,52932,44,2790,4100,349.236841021114
30,50142,50142,70,1770,4175,600.11788676953
31,48372,48372,77,1565,4250,676.868993643651
32,46807,46807,63,2040,4325,532.481276094578
33,44767,44767,66,1980,4400,567.31883391802
34,42787,42787,67,1980,4475,572.186064397601
35,40807,40807,43,3150,4550,337.872001338022
36,37657,37657,40,3450,4625,305.756479577055
37,34207,34207,60,2340,4700,507.172207880845
38,31867,31867,61,2340,4775,513.786274442785
39,29527,29527,60,2400,4850,504.175493713327
40,27127,27127,78,1764,4925,686.15477471454
41,25363,25363,75,1953,5000,654.364200127797
42,23410,23410,51,2970,5075,417.040377620618
43,20440,20440,51,3000,5150,414.94836600747
44,17440,17440,56,2790,5225,461.248788227824
45,14650,14650,43,3690,5300,334.541148340392
46,10960,10960,51,3150,5375,416.827465850562
47,7810,7810,76,2077,5450,667.025957643615
48,5733,5733,73,2241,5525,630.102542118871
49,3634,3634,61,2730,5600,518.603216409295
50,1892,1892,69,2459,5675,597.132891855658
