"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98158,98158,46,1290,2000,363.988765445277
2,96868,96868,46,1350,2075,363.988765445277
3,95518,95518,52,1230,2150,426.218536592693
4,94288,94288,57,1170,2225,479.043226688714
5,93118,93118,75,898,2300,654.696224875434
6,92220,92220,79,844,2375,695.222731680529
7,91376,91376,55,1320,2450,458.647502750442
8,90056,90056,51,1470,2525,415.699015904448
9,88586,88586,54,1440,2600,440.378688953236
10,87146,87146,43,1860,2675,333.385578848402
11,85286,85286,58,1410,2750,485.825297266698
12,83876,83876,78,1011,2825,688.272984455147
13,82865,82865,72,1200,2900,620.44204053019
14,81665,81665,63,1410,2975,537.148562270788
15,80255,80255,54,1680,3050,443.173999371799
16,78575,78575,45,2070,3125,358.880465251302
17,76505,76505,50,1920,3200,409.904555122783
18,74585,74585,55,1770,3275,456.451215337402
19,72815,72815,69,1440,3350,596.390077569911
20,71375,71375,82,1137,3425,722.831820917655
21,70238,70238,62,1680,3500,526.099301159104
22,68558,68558,49,2160,3575,398.751488167015
23,66398,66398,55,1980,3650,454.48965884272
24,64418,64418,45,2460,3725,353.263045786472
25,61958,61958,51,2220,3800,411.450913651848
26,59738,59738,75,1524,3875,658.431836570493
27,58214,58214,75,1550,3950,654.324970348658
28,56664,56664,65,1830,4025,554.668451828466
29,54834,54834,57,2130,4100,477.726392464753
30,52704,52704,46,2700,4175,368.374930328129
31,50004,50004,48,2640,4250,389.873618530377
32,47364,47364,54,2400,4325,443.292966827286
33,44964,44964,64,2040,4400,540.145781876454
34,42924,42924,81,1520,4475,716.438088217826
35,41404,41404,70,1950,4550,602.228373622291
36,39454,39454,50,2760,4625,401.828785652952
37,36694,36694,54,2610,4700,448.115768710319
38,34084,34084,48,2970,4775,389.340134965916
39,31114,31114,45,3210,4850,357.420724874523
40,27904,27904,70,2100,4925,601.342850433792
41,25804,25804,78,1807,5000,681.899366376778
42,23997,23997,67,2250,5075,575.937828029741
43,21747,21747,60,2550,5150,506.427144787086
44,19197,19197,49,3180,5225,392.01436215835
45,16017,16017,47,3360,5300,370.952130245039
46,12657,12657,53,3030,5375,432.552709959592
47,9627,9627,59,2760,5450,495.605133915396
48,6867,6867,78,1974,5525,680.444400555517
49,4910,4910,76,2122,5600,669.732601742989
50,3138,3138,53,3210,5675,432.754130060867
