"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98090,98090,55,1080,2000,452.139310022223
2,97010,97010,55,1110,2075,452.139310022223
3,95900,95900,72,870,2150,626.661446409568
4,95030,95030,70,930,2225,607.104307075756
5,94100,94100,56,1230,2300,462.513628853105
6,92870,92870,52,1350,2375,429.710709839296
7,91520,91520,61,1200,2450,511.938516220127
8,90320,90320,58,1290,2525,485.166421893221
9,89030,89030,53,1470,2600,439.563575254388
10,87560,87560,62,1290,2675,523.381676389273
11,86270,86270,73,1090,2750,631.011084772532
12,85180,85180,66,1260,2825,563.924075888934
13,83920,83920,45,1920,2900,358.127772494762
14,82000,82000,45,1980,2975,356.636933862502
15,80020,80020,65,1380,3050,556.211647326498
16,78640,78640,74,1237,3125,643.249130945496
17,77403,77403,63,1500,3200,536.253712490536
18,75903,75903,52,1860,3275,421.10859379798
19,74043,74043,57,1740,3350,472.926182730813
20,72303,72303,61,1680,3425,515.633637679208
21,70623,70623,54,1920,3500,449.512284503042
22,68703,68703,56,1890,3575,467.166927760461
23,66813,66813,68,1590,3650,587.071531401212
24,65223,65223,72,1530,3725,627.723532449508
25,63693,63693,55,2070,3800,457.725077584136
26,61623,61623,41,2820,3875,317.538282355421
27,58803,58803,55,2130,3950,452.139310022224
28,56673,56673,72,1646,4025,626.661446409568
29,55027,55027,70,1740,4100,607.104307075758
30,53287,53287,56,2220,4175,462.513628853104
31,51067,51067,52,2430,4250,429.710709839295
32,48637,48637,61,2100,4325,511.938516220127
33,46537,46537,58,2250,4400,485.166421893219
34,44287,44287,53,2520,4475,439.563575254389
35,41767,41767,62,2190,4550,523.381676389272
36,39577,39577,73,1873,4625,631.011084772533
37,37704,37704,66,2130,4700,563.924075888933
38,35574,35574,45,3180,4775,358.127772494762
39,32394,32394,45,3210,4850,356.636933862503
40,29184,29184,65,2250,4925,556.211647326499
41,26934,26934,74,1991,5000,643.249130945497
42,24943,24943,63,2400,5075,536.253712490536
43,22543,22543,52,2970,5150,421.108593797982
44,19573,19573,57,2730,5225,472.926182730811
45,16843,16843,61,2580,5300,515.633637679207
46,14263,14263,54,2970,5375,449.512284503044
47,11293,11293,56,2910,5450,467.166927760461
48,8383,8383,68,2430,5525,587.071531401213
49,5953,5953,72,2290,5600,627.723532449507
50,3811,3811,55,3090,5675,457.725077584135
