"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98572,98572,78,744,2000,688.08349745529
2,97828,97828,78,747,2075,688.08349745529
3,97081,97081,56,1140,2150,464.685005749484
4,95941,95941,40,1650,2225,308.997164345111
5,94291,94291,59,1140,2300,494.643916497339
6,93151,93151,82,780,2375,724.207059836602
7,92371,92371,76,918,2450,661.352621083737
8,91453,91453,57,1320,2525,474.497251454707
9,90133,90133,56,1380,2600,469.629785580205
10,88753,88753,65,1230,2675,558.743891642806
11,87523,87523,61,1350,2750,513.287484624427
12,86173,86173,52,1620,2825,429.173086126469
13,84553,84553,59,1470,2900,494.463329060375
14,83083,83083,66,1350,2975,561.16990873892
15,81733,81733,51,1770,3050,416.450937777666
16,79963,79963,35,2670,3125,256.983847252191
17,77293,77293,49,1950,3200,394.297498162357
18,75343,75343,76,1239,3275,660.062731525759
19,74104,74104,73,1346,3350,637.926650014433
20,72758,72758,48,2130,3425,380.832791924538
21,70628,70628,43,2430,3500,337.402647814354
22,68198,68198,69,1530,3575,590.502191360429
23,66668,66668,83,1190,3650,738.177219637185
24,65478,65478,69,1590,3725,593.162872496398
25,63888,63888,54,2100,3800,447.604145349998
26,61788,61788,60,1920,3875,503.569011778062
27,59868,59868,66,1770,3950,561.739465269154
28,58098,58098,57,2100,4025,476.28184349653
29,55998,55998,53,2310,4100,433.766428519857
30,53688,53688,63,1980,4175,532.085218964923
31,51708,51708,63,2010,4250,536.38601990292
32,49698,49698,44,2940,4325,344.64379317918
33,46758,46758,36,3660,4400,265.662704739534
34,43098,43098,59,2250,4475,491.742817466711
35,40848,40848,79,1589,4550,696.245283517454
36,39259,39259,65,2130,4625,557.361717893982
37,37129,37129,42,3330,4700,324.709938974196
38,33799,33799,50,2850,4775,403.979842983391
39,30949,30949,77,1792,4850,672.193454182174
40,29157,29157,81,1651,4925,714.411903772415
41,27506,27506,62,2400,5000,526.086681442739
42,25106,25106,54,2790,5075,447.597431878636
43,22316,22316,63,2430,5150,537.011740813422
44,19886,19886,64,2430,5225,544.927236952861
45,17456,17456,54,2940,5300,445.055716857542
46,14516,14516,55,2910,5375,457.878363239157
47,11606,11606,65,2490,5450,557.900476510557
48,9116,9116,58,2850,5525,485.178330539612
49,6266,6266,38,4410,5600,286.483681703331
50,2539,2539,41,4140,5675,313.926193695319
