"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97463,97463,61,960,2000,512.220667431696
2,96503,96503,61,1020,2075,512.220667431696
3,95483,95483,40,1590,2150,309.651222848901
4,93893,93893,56,1170,2225,463.742088705954
5,92723,92723,79,795,2300,690.76560943941
6,91928,91928,68,1020,2375,580.169719336643
7,90908,90908,27,2700,2450,171.984907936526
8,88208,88208,76,968,2525,662.904387718985
9,87240,87240,68,1140,2600,589.814419994759
10,86100,86100,47,1680,2675,370.803708782882
11,84420,84420,75,1078,2750,657.574232174131
12,83342,83342,37,2280,2825,276.719323393854
13,81062,81062,64,1350,2900,546.55096042261
14,79712,79712,83,964,2975,739.7837847192
15,78748,78748,42,2160,3050,328.754035402322
16,76588,76588,48,1950,3125,383.935846899519
17,74638,74638,66,1440,3200,562.456253525141
18,73198,73198,83,1076,3275,737.684107405569
19,72122,72122,40,2490,3350,300.813144458586
20,69632,69632,45,2280,3425,351.810063778888
21,67352,67352,87,1058,3500,773.700315983007
22,66294,66294,46,2310,3575,363.399227815056
23,63984,63984,66,1650,3650,566.579842271397
24,62334,62334,59,1890,3725,495.841688619527
25,60444,60444,38,3000,3800,288.880888433382
26,57444,57444,87,1165,3875,773.459552502057
27,56279,56279,61,1920,3950,512.220667431694
28,54359,54359,40,3000,4025,309.651222848899
29,51359,51359,56,2190,4100,463.742088705953
30,49169,49169,79,1464,4175,690.765609439411
31,47705,47705,68,1860,4250,580.169719336644
32,45845,45845,27,4800,4325,171.984907936527
33,41045,41045,76,1651,4400,662.904387718987
34,39394,39394,68,1950,4475,589.814419994758
35,37444,37444,47,2880,4550,370.803708782884
36,34564,34564,75,1818,4625,657.57423217413
37,32746,32746,37,3810,4700,276.719323393856
38,28936,28936,64,2220,4775,546.55096042261
39,26716,26716,83,1574,4850,739.783784719202
40,25142,25142,42,3510,4925,328.754035402318
41,21632,21632,48,3120,5000,383.935846899517
42,18512,18512,66,2280,5075,562.456253525142
43,16232,16232,83,1694,5150,737.684107405566
44,14538,14538,40,3900,5225,300.81314445859
45,10638,10638,45,3510,5300,351.81006377889
46,7128,7128,87,1656,5375,773.700315983003
47,5477,5477,46,3540,5450,363.399227815057
48,2764,2764,66,2490,5525,566.579842271392
49,1592,1592,59,2820,5600,495.841688619525
50,642,642,38,4470,5675,288.880888433385
