"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98315,98315,58,1020,2000,482.688038865101
2,97295,97295,58,1050,2075,482.688038865101
3,96245,96245,51,1260,2150,413.72144091533
4,94985,94985,47,1410,2225,375.654294007746
5,93575,93575,52,1320,2300,427.596606025426
6,92255,92255,66,1050,2375,563.452588598655
7,91205,91205,81,837,2450,710.497406074381
8,90368,90368,87,745,2525,779.344775179628
9,89623,89623,82,866,2600,727.937832578477
10,88757,88757,69,1140,2675,591.004747807359
11,87617,87617,55,1500,2750,453.136516698043
12,86117,86117,48,1740,2825,387.098826734546
13,84377,84377,50,1740,2900,404.895066626223
14,82637,82637,55,1620,2975,457.495198943879
15,81017,81017,58,1560,3050,480.115993562873
16,79457,79457,54,1710,3125,445.022074398411
17,77747,77747,48,1980,3200,380.362699369094
18,75767,75767,44,2220,3275,342.956301297724
19,73547,73547,47,2130,3350,370.255402089712
20,71417,71417,55,1860,3425,451.639872061758
21,69557,69557,64,1620,3500,540.720520257833
22,67937,67937,69,1530,3575,595.183101144572
23,66407,66407,70,1560,3650,608.656150728233
24,64847,64847,70,1590,3725,608.019496063182
25,63257,63257,72,1558,3800,620.861191415906
26,61699,61699,74,1529,3875,644.106505775338
27,60170,60170,74,1558,3950,643.509543671698
28,58612,58612,68,1770,4025,585.931766326158
29,56842,56842,57,2130,4100,476.18335519157
30,54712,54712,46,2700,4175,364.116494447773
31,52012,52012,41,3090,4250,311.822476890085
32,48922,48922,44,2940,4325,345.406743477249
33,45982,45982,53,2490,4400,431.38310803428
34,43492,43492,59,2250,4475,499.865380031585
35,41242,41242,59,2310,4550,498.891498351556
36,38932,38932,53,2610,4625,437.264880079743
37,36322,36322,48,2910,4700,380.249405722264
38,33412,33412,49,2910,4775,399.042831068545
39,30502,30502,61,2370,4850,512.345734331234
40,28132,28132,76,1865,4925,666.17460584475
41,26267,26267,86,1561,5000,769.213804796241
42,24706,24706,85,1622,5075,757.807034932534
43,23084,23084,74,2050,5150,641.328659030665
44,21034,21034,59,2640,5225,493.760233984108
45,18394,18394,49,3240,5300,398.893401194025
46,15154,15154,49,3270,5375,391.785454110278
47,11884,11884,54,3000,5450,440.425448583466
48,8884,8884,57,2880,5525,478.798175128264
49,6004,6004,56,3000,5600,462.415707790593
50,3228,3228,50,3390,5675,401.75230919056
