"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97690,97690,52,1140,2000,421.803798388216
2,96550,96550,52,1170,2075,421.803798388216
3,95380,95380,40,1590,2150,307.38250185052
4,93790,93790,51,1290,2225,413.535031216219
5,92500,92500,54,1260,2300,440.408503911838
6,91240,91240,51,1380,2375,417.381531297018
7,89860,89860,51,1440,2450,411.975786351504
8,88420,88420,55,1350,2525,452.924645181035
9,87070,87070,74,1050,2600,640.607869450886
10,86020,86020,81,914,2675,715.59458741141
11,85106,85106,62,1320,2750,523.051633579738
12,83786,83786,60,1410,2825,505.148648060676
13,82376,82376,78,1068,2900,682.004093268291
14,81308,81308,66,1350,2975,563.53208959618
15,79958,79958,42,2160,3050,323.225850277253
16,77798,77798,45,2070,3125,354.869276583478
17,75728,75728,54,1770,3200,443.302784100943
18,73958,73958,52,1860,3275,425.909320213557
19,72098,72098,51,1950,3350,414.751846296421
20,70148,70148,51,2010,3425,416.970715565267
21,68138,68138,63,1650,3500,534.3461866815
22,66488,66488,81,1245,3575,717.768983098663
23,65243,65243,73,1500,3650,631.7794394866
24,63743,63743,56,1980,3725,467.573163440296
25,61763,61763,70,1620,3800,603.800342834236
26,60143,60143,77,1445,3875,670.351371858264
27,58698,58698,52,2250,3950,421.803798388215
28,56448,56448,40,3000,4025,307.382501850518
29,53448,53448,51,2400,4100,413.535031216216
30,51048,51048,54,2310,4175,440.408503911838
31,48738,48738,51,2490,4250,417.381531297018
32,46248,46248,51,2520,4325,411.975786351503
33,43728,43728,55,2400,4400,452.924645181035
34,41328,41328,74,1790,4475,640.607869450886
35,39538,39538,81,1517,4550,715.594587411412
36,38021,38021,62,2220,4625,523.051633579738
37,35801,35801,60,2340,4700,505.148648060676
38,33461,33461,78,1742,4775,682.004093268289
39,31719,31719,66,2190,4850,563.532089596176
40,29529,29529,42,3510,4925,323.22585027725
41,26019,26019,45,3330,5000,354.869276583478
42,22689,22689,54,2790,5075,443.302784100944
43,19899,19899,52,2970,5150,425.909320213555
44,16929,16929,51,3060,5225,414.751846296421
45,13869,13869,51,3090,5300,416.970715565266
46,10779,10779,63,2550,5375,534.3461866815
47,8229,8229,81,1848,5450,717.768983098663
48,6404,6404,73,2232,5525,631.779439486599
49,4334,4334,56,3000,5600,467.573163440295
50,2181,2181,70,2426,5675,603.800342834235
