"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98150,98150,55,1080,2000,454.486984286448
2,97070,97070,55,1110,2075,454.486984286448
3,95960,95960,43,1500,2150,337.286598460805
4,94460,94460,42,1560,2225,327.146170330429
5,92900,92900,53,1290,2300,439.483731190419
6,91610,91610,69,1020,2375,592.22336206913
7,90590,90590,77,913,2450,671.068818867168
8,89677,89677,72,1050,2525,621.679548033524
9,88627,88627,59,1320,2600,493.272619477776
10,87307,87307,49,1620,2675,397.70981178663
11,85687,85687,51,1590,2750,417.382562547114
12,84097,84097,63,1320,2825,537.307316119843
13,82777,82777,75,1140,2900,657.124766350871
14,81637,81637,77,1088,2975,673.257788864547
15,80549,80549,66,1380,3050,564.004762417684
16,79169,79169,50,1860,3125,407.983842440693
17,77309,77309,42,2280,3200,320.984464306498
18,75029,75029,46,2130,3275,363.022018170656
19,72899,72899,59,1680,3350,491.483551628438
20,71219,71219,69,1470,3425,598.09300406871
21,69749,69749,69,1500,3500,598.574811656483
22,68249,68249,60,1770,3575,501.003500903673
23,66479,66479,49,2220,3650,396.985537130635
24,64259,64259,48,2310,3725,383.773499359127
25,61949,61949,58,1950,3800,482.286490664527
26,59999,59999,71,1620,3875,618.977563145699
27,58379,58379,78,1435,3950,686.338716661772
28,56944,56944,73,1649,4025,631.66566609347
29,55295,55295,60,2040,4100,500.417317719528
30,53255,53255,49,2550,4175,398.270097813422
31,50705,50705,50,2550,4250,403.440786793196
32,48155,48155,60,2160,4325,502.132389868847
33,45995,45995,70,1860,4400,600.827598317572
34,44135,44135,70,1890,4475,605.393494799662
35,42245,42245,60,2250,4550,501.337170645382
36,39995,39995,46,3000,4625,368.210600659152
37,36995,36995,41,3420,4700,315.429174868567
38,33575,33575,49,2910,4775,391.933749521884
39,30665,30665,64,2250,4850,544.289776963746
40,28415,28415,75,1942,4925,658.414372247288
41,26473,26473,75,1953,5000,651.384018327319
42,24520,24520,63,2400,5075,538.289238379132
43,22120,22120,51,3000,5150,419.199867098766
44,19120,19120,49,3180,5225,396.684712092883
45,15940,15940,59,2670,5300,491.350989121493
46,13270,13270,72,2214,5375,624.632869772743
47,11056,11056,78,1970,5450,683.014769795393
48,9086,9086,71,2298,5525,611.155896759675
49,6788,6788,55,3030,5600,457.732768901336
50,4028,4028,43,3930,5675,336.605867708261
