"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98586,98586,67,870,2000,578.413707347237
2,97716,97716,67,900,2075,578.413707347237
3,96816,96816,70,900,2150,600.878572535934
4,95916,95916,61,1080,2225,518.297103909669
5,94836,94836,58,1170,2300,486.472624528842
6,93666,93666,65,1080,2375,559.273412993109
7,92586,92586,70,1050,2450,609.086756127667
8,91536,91536,62,1200,2525,521.714278357184
9,90336,90336,48,1620,2600,380.774899187201
10,88716,88716,46,1740,2675,365.937255151727
11,86976,86976,59,1380,2750,497.933048609524
12,85596,85596,69,1200,2825,594.06966319638
13,84396,84396,61,1410,2900,514.290001378726
14,82986,82986,46,1920,2975,365.339770331333
15,81066,81066,47,1920,3050,370.065205381948
16,79146,79146,66,1410,3125,563.500865128149
17,77736,77736,82,1064,3200,727.073039594928
18,76672,76672,76,1246,3275,662.735865061362
19,75426,75426,54,1860,3350,449.830634534786
20,73566,73566,44,2310,3425,343.057267310403
21,71256,71256,54,1920,3500,445.798612182252
22,69336,69336,68,1560,3575,589.57138248344
23,67776,67776,67,1620,3650,570.098206358759
24,66156,66156,51,2190,3725,416.040668345045
25,63966,63966,43,2640,3800,336.253098877428
26,61326,61326,53,2190,3875,433.494061086965
27,59136,59136,67,1740,3950,578.413707347238
28,57396,57396,70,1710,4025,600.878572535934
29,55686,55686,61,2010,4100,518.297103909669
30,53676,53676,58,2130,4175,486.472624528842
31,51546,51546,65,1950,4250,559.273412993109
32,49596,49596,70,1830,4325,609.086756127667
33,47766,47766,62,2100,4400,521.714278357184
34,45666,45666,48,2790,4475,380.774899187203
35,42876,42876,46,2940,4550,365.937255151726
36,39936,39936,59,2340,4625,497.933048609524
37,37596,37596,69,2040,4700,594.06966319638
38,35556,35556,61,2340,4775,514.290001378727
39,33216,33216,46,3150,4850,365.339770331333
40,30066,30066,47,3120,4925,370.065205381947
41,26946,26946,66,2250,5000,563.500865128149
42,24696,24696,82,1723,5075,727.073039594927
43,22973,22973,76,1953,5150,662.735865061363
44,21020,21020,54,2880,5225,449.830634534786
45,18140,18140,44,3600,5300,343.057267310404
46,14540,14540,54,2970,5375,445.798612182251
47,11570,11570,68,2400,5450,589.571382483439
48,9170,9170,67,2460,5525,570.098206358759
49,6710,6710,51,3270,5600,416.040668345045
50,3537,3537,43,3930,5675,336.253098877428
