"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97871,97871,50,1200,2000,408.278266527553
2,96671,96671,50,1230,2075,408.278266527553
3,95441,95441,63,1020,2150,538.639527582264
4,94421,94421,74,898,2225,648.788164426638
5,93523,93523,59,1140,2300,490.12690672927
6,92383,92383,42,1680,2375,327.185611426979
7,90703,90703,62,1170,2450,522.67692796979
8,89533,89533,76,961,2525,667.440845501016
9,88572,88572,53,1470,2600,430.17611831936
10,87102,87102,45,1770,2675,350.830419024202
11,85332,85332,72,1140,2750,621.448618119515
12,84192,84192,73,1140,2825,633.303609140313
13,83052,83052,45,1920,2900,358.827312681815
14,81132,81132,47,1890,2975,375.701112265391
15,79242,79242,70,1290,3050,607.919641963707
16,77952,77952,71,1320,3125,616.936505522875
17,76632,76632,57,1680,3200,470.589863247871
18,74952,74952,49,1980,3275,394.243875429642
19,72972,72972,53,1890,3350,438.303178071191
20,71082,71082,69,1470,3425,593.733980317149
21,69612,69612,72,1434,3500,626.811568715176
22,68178,68178,50,2130,3575,407.899067717576
23,66048,66048,45,2430,3650,356.499825549106
24,63618,63618,71,1560,3725,610.677379571911
25,62058,62058,71,1583,3800,616.81347881742
26,60475,60475,45,2580,3875,353.676482036277
27,57895,57895,52,2250,3950,426.541394385715
28,55645,55645,77,1505,4025,679.589595942236
29,54140,54140,64,1920,4100,543.797614745153
30,52220,52220,41,3030,4175,315.829092002538
31,49190,49190,55,2310,4250,455.860362098876
32,46880,46880,74,1725,4325,644.121761225825
33,45155,45155,67,1950,4400,570.459933675931
34,43205,43205,53,2520,4475,432.901019526923
35,40685,40685,49,2760,4550,394.073886498705
36,37925,37925,58,2370,4625,483.439061662388
37,35555,35555,73,1893,4700,634.963989148239
38,33662,33662,66,2160,4775,569.974331275123
39,31502,31502,44,3300,4850,347.090125914902
40,28202,28202,52,2820,4925,428.466549733882
41,25382,25382,76,1906,5000,664.841672057602
42,23476,23476,62,2430,5075,528.40994137914
43,21046,21046,42,3660,5150,323.852341415681
44,17386,17386,62,2520,5225,527.295247298673
45,14866,14866,78,1924,5300,683.849617350223
46,12942,12942,54,2970,5375,442.449242535661
47,9972,9972,42,3870,5450,323.215179257976
48,6145,6145,64,2580,5525,540.472410947188
49,3888,3888,74,2232,5600,645.270039859855
50,2377,2377,61,2790,5675,518.356427562902
