"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97851,97851,43,1380,2000,336.959592853474
2,96471,96471,43,1440,2075,336.959592853474
3,95031,95031,46,1380,2150,365.647747755379
4,93651,93651,73,900,2225,633.258147150108
5,92751,92751,80,784,2300,707.114784679744
6,91967,91967,50,1410,2375,408.552392121732
7,90557,90557,36,2040,2450,269.728452280459
8,88517,88517,68,1110,2525,586.610848790437
9,87407,87407,77,938,2600,679.228257521772
10,86469,86469,54,1470,2675,449.354406940878
11,84999,84999,55,1500,2750,457.375038825164
12,83499,83499,58,1440,2825,486.65298828543
13,82059,82059,52,1650,2900,426.059098534681
14,80409,80409,69,1290,2975,595.806094501293
15,79119,79119,75,1200,3050,651.600351441496
16,77919,77919,49,1890,3125,397.319263819254
17,76029,76029,41,2340,3200,318.753418249303
18,73689,73689,65,1500,3275,556.392627990621
19,72189,72189,82,1090,3350,728.588347524282
20,71099,71099,61,1680,3425,511.439848730806
21,69419,69419,35,3000,3500,253.724993202332
22,66419,66419,58,1830,3575,482.499296942881
23,64589,64589,80,1260,3650,707.954690537362
24,63329,63329,60,1860,3725,506.824364384833
25,61469,61469,52,2190,3800,429.524897111314
26,59279,59279,60,1920,3875,500.248498947399
27,57359,57359,52,2250,3950,426.599274838639
28,55109,55109,63,1890,4025,531.94228567295
29,53219,53219,77,1512,4100,676.857331336272
30,51707,51707,57,2190,4175,475.749577834907
31,49517,49517,40,3180,4250,301.337326895169
32,46337,46337,57,2250,4325,474.027637389313
33,44087,44087,81,1492,4400,713.108536218127
34,42595,42595,70,1890,4475,608.372551968786
35,40705,40705,38,3570,4550,287.037795815002
36,37135,37135,47,2940,4625,377.649642073819
37,34195,34195,79,1664,4700,692.003897988778
38,32531,32531,68,2100,4775,580.564297720136
39,30431,30431,51,2850,4850,416.775619471951
40,27581,27581,59,2490,4925,494.805036306548
41,25091,25091,54,2760,5000,446.902427062987
42,22331,22331,57,2670,5075,473.949812717822
43,19661,19661,76,1941,5150,666.332672788486
44,17720,17720,65,2400,5225,557.54781939727
45,15320,15320,41,3870,5300,317.004433512166
46,11450,11450,49,3270,5375,397.905381278772
47,8180,8180,76,2071,5450,665.959022623752
48,6109,6109,78,1997,5525,682.381046111202
49,4235,4235,46,3630,5600,361.172151640115
50,1771,1771,39,4350,5675,295.89805551314
