"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98028,98028,73,780,2000,636.642816439266
2,97248,97248,73,840,2075,636.642816439266
3,96408,96408,70,900,2150,600.881112144343
4,95508,95508,65,1020,2225,557.148742844838
5,94488,94488,60,1140,2300,508.485348034332
6,93348,93348,55,1290,2375,458.474733379848
7,92058,92058,51,1440,2450,410.931885717212
8,90618,90618,46,1620,2525,369.563763115124
9,88998,88998,43,1800,2600,337.635915522139
10,87198,87198,41,1950,2675,317.676589045729
11,85248,85248,41,2010,2750,311.246499749462
12,83238,83238,41,2040,2825,318.79626324011
13,81198,81198,43,2010,2900,339.625133043548
14,79188,79188,47,1890,2975,371.945040845672
15,77298,77298,51,1770,3050,413.043881640716
16,75528,75528,55,1680,3125,459.532521396146
17,73848,73848,60,1590,3200,507.65204180428
18,72258,72258,65,1500,3275,553.612047389926
19,70758,70758,69,1440,3350,593.927994356595
20,69318,69318,72,1410,3425,625.725732538428
21,67908,67908,74,1404,3500,646.984754266344
22,66504,66504,75,1406,3575,656.697690417122
23,65098,65098,75,1436,3650,654.931790997062
24,63662,63662,74,1497,3725,642.787673099966
25,62165,62165,72,1554,3800,622.260580452855
26,60611,60611,69,1680,3875,596.018804413837
27,58931,58931,66,1770,3950,567.121850500718
28,57161,57161,63,1890,4025,538.706626944023
29,55271,55271,61,2010,4100,513.672832548504
30,53261,53261,59,2100,4175,494.398554580304
31,51161,51161,58,2190,4250,482.513878532151
32,48971,48971,57,2250,4325,478.75438354275
33,46721,46721,58,2250,4400,482.908339127844
34,44471,44471,59,2250,4475,493.86202798254
35,42221,42221,60,2250,4550,509.737822953018
36,39971,39971,62,2220,4625,528.11040959969
37,37751,37751,64,2190,4700,546.278778791883
38,35561,35561,66,2160,4775,561.566080908162
39,33401,33401,67,2160,4850,571.616678629527
40,31241,31241,67,2190,4925,574.6600295521
41,29051,29051,66,2250,5000,569.714343328324
42,26801,26801,65,2340,5075,556.708963982132
43,24461,24461,63,2430,5150,536.512534516111
44,22031,22031,61,2550,5225,510.863408974239
45,19481,19481,58,2730,5300,482.208559137528
46,16751,16751,55,2910,5375,453.466413804001
47,13841,13841,52,3120,5450,427.736760082682
48,10721,10721,50,3300,5525,407.98626659591
49,7421,7421,49,3420,5600,396.740817432843
50,4116,4116,49,3450,5675,395.815407068233
