"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98295,98295,53,1110,2000,434.86441119506
2,97185,97185,53,1170,2075,434.86441119506
3,96015,96015,56,1140,2150,467.734388800226
4,94875,94875,58,1140,2225,485.631559000894
5,93735,93735,59,1140,2300,492.923122713952
6,92595,92595,59,1200,2375,498.20630156723
7,91395,91395,60,1200,2450,507.127362673107
8,90195,90195,61,1230,2525,519.133983935186
9,88965,88965,63,1230,2600,530.240075878864
10,87735,87735,63,1260,2675,538.647776901749
11,86475,86475,64,1260,2750,547.716505283706
12,85215,85215,66,1260,2825,563.234543432377
13,83955,83955,68,1260,2900,587.114753589944
14,82695,82695,71,1230,2975,613.096897437992
15,81465,81465,72,1260,3050,628.780932053707
16,80205,80205,72,1260,3125,623.251512453022
17,78945,78945,69,1380,3200,594.80941177594
18,77565,77565,65,1500,3275,552.853158140392
19,76065,76065,61,1620,3350,512.261924797003
20,74445,74445,58,1770,3425,484.326474177139
21,72675,72675,57,1830,3500,470.813463015055
22,70845,70845,56,1890,3575,465.131672614345
23,68955,68955,55,1980,3650,458.963745388377
24,66975,66975,54,2040,3725,448.676260740738
25,64935,64935,53,2130,3800,436.521901714908
26,62805,62805,52,2220,3875,426.360644275755
27,60585,60585,51,2310,3950,418.335994318741
28,58275,58275,50,2400,4025,407.70588828946
29,55875,55875,48,2550,4100,389.247293270715
30,53325,53325,46,2700,4175,363.556808949338
31,50625,50625,43,2940,4250,339.515477485231
32,47685,47685,43,3000,4325,330.021722865237
33,44685,44685,44,3000,4400,343.586673443974
34,41685,41685,47,2850,4475,378.024271245533
35,38835,38835,52,2610,4550,421.18553821763
36,36225,36225,55,2520,4625,458.40275748525
37,33705,33705,58,2430,4700,481.2190414836
38,31275,31275,59,2400,4775,491.141845451893
39,28875,28875,59,2460,4850,496.196886683075
40,26415,26415,60,2460,4925,503.663457887293
41,23955,23955,61,2430,5000,515.026331679597
42,21525,21525,62,2430,5075,526.849272335252
43,19095,19095,63,2430,5150,536.038350884261
44,16665,16665,64,2430,5225,544.247625680506
45,14235,14235,65,2430,5300,557.078391411073
46,11805,11805,67,2400,5375,578.435161088742
47,9405,9405,70,2310,5450,604.910884989201
48,7095,7095,72,2280,5525,625.501447427505
49,4836,4836,72,2298,5600,627.801233833318
50,2893,2893,70,2430,5675,606.45008498578
