"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98297,98297,43,1380,2000,331.540851594879
2,96917,96917,43,1440,2075,331.540851594879
3,95477,95477,50,1290,2150,403.401175197534
4,94187,94187,66,990,2225,568.220373867218
5,93197,93197,44,1560,2300,340.585323466328
6,91637,91637,51,1380,2375,417.895002046483
7,90257,90257,78,910,2450,685.291148876607
8,89347,89347,69,1080,2525,596.306952662782
9,88267,88267,75,1014,2600,656.158503270931
10,87253,87253,73,1051,2675,637.53014079159
11,86202,86202,53,1530,2750,435.579944081199
12,84672,84672,73,1137,2825,632.274074789235
13,83535,83535,73,1170,2900,633.117893759568
14,82365,82365,43,2070,2975,335.921552825379
15,80295,80295,49,1860,3050,394.620810646491
16,78435,78435,47,1980,3125,371.579691237298
17,76455,76455,44,2160,3200,341.208471582577
18,74295,74295,66,1470,3275,562.270296947614
19,72825,72825,51,1950,3350,413.868989686339
20,70875,70875,43,2370,3425,337.729644211556
21,68505,68505,74,1406,3500,645.532018025483
22,67099,67099,73,1440,3575,631.511969860272
23,65659,65659,71,1505,3650,615.040543804202
24,64154,64154,78,1334,3725,685.385301798733
25,62820,62820,56,2010,3800,464.236271127479
26,60810,60810,65,1770,3875,551.661711733159
27,59040,59040,79,1414,3950,693.961267767713
28,57626,57626,49,2460,4025,396.476333083743
29,55166,55166,45,2730,4100,354.951792509921
30,52436,52436,50,2490,4175,408.397455125006
31,49946,49946,41,3090,4250,310.802116326203
32,46856,46856,61,2100,4325,513.848276952665
33,44756,44756,59,2220,4400,494.361758371724
34,42536,42536,40,3330,4475,300.517378591807
35,39206,39206,66,2040,4550,566.912316695911
36,37166,37166,77,1747,4625,670.047852378895
37,35419,35419,68,2070,4700,587.202064501382
38,33349,33349,79,1709,4775,697.08922402578
39,31640,31640,62,2340,4850,527.783060508712
40,29300,29300,57,2580,4925,478.59426136076
41,26720,26720,80,1729,5000,705.189173606214
42,24991,24991,58,2610,5075,488.608329985402
43,22381,22381,42,3660,5150,323.411535531344
44,18721,18721,52,3000,5225,423.786513963034
45,15721,15721,41,3870,5300,317.127325197037
46,11851,11851,54,2970,5375,441.040839408362
47,8881,8881,65,2490,5450,553.495408517771
48,6391,6391,41,4020,5525,315.44027381562
49,2897,2897,56,3000,5600,467.264684691846
50,1391,1391,78,2032,5675,689.079966953773
