"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97016,97016,34,1740,2000,245.828710469067
2,95276,95276,34,1830,2075,245.828710469067
3,93446,93446,33,1950,2150,233.14648964008
4,91496,91496,39,1710,2225,299.917913713542
5,89786,89786,51,1350,2300,414.091396018261
6,88436,88436,62,1140,2375,521.295058875615
7,87296,87296,67,1080,2450,573.858538969787
8,86216,86216,65,1140,2525,556.127443505949
9,85076,85076,59,1320,2600,492.349276477595
10,83756,83756,53,1500,2675,432.84265732191
11,82256,82256,52,1560,2750,425.932632373808
12,80696,80696,59,1410,2825,490.864842894274
13,79286,79286,70,1230,2900,606.407284307825
14,78056,78056,82,975,2975,721.376923884597
15,77081,77081,88,879,3050,781.472788933334
16,76202,76202,85,967,3125,757.975066653127
17,75235,75235,76,1211,3200,662.856988256474
18,74024,74024,64,1530,3275,542.199448756948
19,72494,72494,55,1800,3350,451.519441236424
20,70694,70694,52,1950,3425,426.375719496646
21,68744,68744,56,1860,3500,464.121994817767
22,66884,66884,62,1710,3575,526.590919410397
23,65174,65174,66,1650,3650,562.119333789197
24,63524,63524,63,1770,3725,534.836444687841
25,61754,61754,54,2100,3800,445.217438229849
26,59654,59654,43,2700,3875,330.675247279683
27,56954,56954,34,3480,3950,245.828710469067
28,53474,53474,33,3630,4025,233.14648964008
29,49844,49844,39,3150,4100,299.917913713542
30,46694,46694,51,2430,4175,414.091396018261
31,44264,44264,62,2040,4250,521.295058875615
32,42224,42224,67,1920,4325,573.858538969787
33,40304,40304,65,2010,4400,556.127443505949
34,38294,38294,59,2250,4475,492.349276477595
35,36044,36044,53,2550,4550,432.842657321911
36,33494,33494,52,2640,4625,425.932632373808
37,30854,30854,59,2370,4700,490.864842894274
38,28484,28484,70,2040,4775,606.407284307825
39,26444,26444,82,1605,4850,721.376923884597
40,24839,24839,88,1439,4925,781.472788933334
41,23400,23400,85,1578,5000,757.975066653127
42,21822,21822,76,1927,5075,662.856988256474
43,19895,19895,64,2400,5150,542.199448756949
44,17495,17495,55,2850,5225,451.519441236424
45,14645,14645,52,3030,5300,426.375719496646
46,11615,11615,56,2850,5375,464.121994817766
47,8765,8765,62,2610,5450,526.590919410397
48,6159,6159,66,2490,5525,562.119333789196
49,3886,3886,63,2640,5600,534.836444687841
50,2366,2366,54,3150,5675,445.217438229849
