"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98754,98754,63,930,2000,533.454028066609
2,97824,97824,63,960,2075,533.454028066609
3,96864,96864,61,1050,2150,516.79387800726
4,95814,95814,46,1440,2225,366.198288792282
5,94374,94374,63,1080,2300,535.857324674154
6,93294,93294,63,1110,2375,532.860996200852
7,92184,92184,55,1320,2450,450.863102605503
8,90864,90864,71,1050,2525,613.468906235633
9,89814,89814,60,1290,2600,502.385451454179
10,88524,88524,50,1590,2675,405.825000753735
11,86934,86934,65,1260,2750,550.492182217089
12,85674,85674,53,1590,2825,439.264593551287
13,84084,84084,55,1560,2900,456.111444528883
14,82524,82524,72,1226,2975,622.873215622741
15,81298,81298,57,1590,3050,473.470164765692
16,79708,79708,58,1590,3125,486.267028754836
17,78118,78118,66,1440,3200,560.929401602018
18,76678,76678,47,2070,3275,379.79937658451
19,74608,74608,57,1740,3350,475.312955470861
20,72868,72868,67,1530,3425,571.205576067002
21,71338,71338,54,1920,3500,441.735975497351
22,69418,69418,67,1590,3575,573.215807727516
23,67828,67828,66,1650,3650,566.890500992911
24,66178,66178,49,2280,3725,392.900155934409
25,63898,63898,62,1830,3800,521.960514408302
26,62068,62068,58,1980,3875,489.751767909431
27,60088,60088,51,2310,3950,410.011972583566
28,57778,57778,70,1710,4025,603.569809917586
29,56068,56068,62,1980,4100,528.725174980621
30,54088,54088,54,2310,4175,446.809508677706
31,51778,51778,67,1890,4250,573.780247534066
32,49888,49888,52,2490,4325,425.719043849077
33,47398,47398,51,2580,4400,414.104758529346
34,44818,44818,68,1950,4475,582.492224666418
35,42868,42868,56,2430,4550,464.769792136914
36,40438,40438,61,2250,4625,517.328846549771
37,38188,38188,71,1980,4700,611.663878234447
38,36208,36208,51,2790,4775,416.050347362967
39,33418,33418,57,2550,4850,473.12465506055
40,30868,30868,63,2340,4925,533.750380721317
41,28528,28528,49,3060,5000,396.712149682403
42,25468,25468,65,2340,5075,552.659730505133
43,23128,23128,68,2250,5150,584.062053405575
44,20878,20878,53,2940,5225,432.980676936172
45,17938,17938,65,2430,5300,553.249069757215
46,15508,15508,58,2760,5375,487.154986681013
47,12748,12748,47,3450,5450,373.698225713074
48,9298,9298,65,2550,5525,559.173499920677
49,6748,6748,60,2790,5600,508.890869847555
50,4040,4040,56,3030,5675,467.433917735388
