"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98232,98232,59,990,2000,499.271294626046
2,97242,97242,59,1050,2075,499.271294626046
3,96192,96192,80,738,2150,708.714277794791
4,95454,95454,96,449,2225,866.878314104426
5,95005,95005,103,420,2300,935.039331302742
6,94585,94585,99,482,2375,896.509135181012
7,94103,94103,86,724,2450,760.721261537402
8,93379,93379,66,1140,2525,560.921317607522
9,92239,92239,44,1770,2600,346.027297932059
10,90469,90469,26,3060,2675,168.652753218511
11,87409,87409,17,4830,2750,72.2251581662673
12,82579,82579,18,4680,2825,80.3533510740646
13,77899,77899,29,3000,2900,191.047266837436
14,74899,74899,47,1890,2975,377.205174292231
15,73009,73009,69,1320,3050,593.249125209521
16,71689,71689,88,944,3125,786.284025608551
17,70745,70745,100,699,3200,909.048199544129
18,70046,70046,103,696,3275,931.484695686579
19,69350,69350,94,820,3350,848.100277280071
20,68530,68530,77,1259,3425,679.310358083775
21,67271,67271,56,1860,3500,466.440597071176
22,65411,65411,36,2970,3575,261.608935830615
23,62441,62441,21,5190,3650,114.965308787709
24,57251,57251,16,6753,3725,62.4131902178511
25,50498,50498,21,5400,3800,116.819171566152
26,45098,45098,36,3210,3875,264.862771123612
27,41888,41888,57,2070,3950,470.29775251753
28,39818,39818,78,1460,4025,682.826467507219
29,38358,38358,95,1020,4100,850.414474465142
30,37338,37338,103,943,4175,932.030384451924
31,36395,36395,100,994,4250,907.69177624843
32,35401,35401,88,1185,4325,783.357589981512
33,34216,34216,68,1920,4400,589.469170755651
34,32296,32296,47,2850,4475,373.497165692358
35,29446,29446,28,4860,4550,188.31905391813
36,24586,24586,17,7512,4625,79.2728955077235
37,17074,17074,17,7633,4700,73.0569931577366
38,9441,9441,27,5270,4775,171.193216550619
39,4297,4297,44,3300,4850,349.65439557935
40,2029,2029,66,2220,4925,564.747009566487
41,1137,1137,86,1570,5000,763.808884990814
42,669,669,99,1256,5075,898.102732222843
43,388,388,103,1229,5150,934.748733798512
44,171,171,96,1346,5225,864.774670458113
45,73,73,80,1845,5300,705.31263333815
46,11,11,59,2730,5375,495.404490558559
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
