"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98351,98351,59,990,2000,499.271294626046
2,97361,97361,59,1050,2075,499.271294626046
3,96311,96311,80,746,2150,708.714277794791
4,95565,95565,96,453,2225,866.878314104426
5,95112,95112,103,417,2300,935.039331302742
6,94695,94695,99,476,2375,896.509135181012
7,94219,94219,86,737,2450,760.721261537402
8,93482,93482,66,1140,2525,560.921317607522
9,92342,92342,44,1770,2600,346.027297932059
10,90572,90572,26,3060,2675,168.652753218511
11,87512,87512,17,4830,2750,72.2251581662673
12,82682,82682,18,4680,2825,80.3533510740646
13,78002,78002,29,3000,2900,191.047266837436
14,75002,75002,47,1890,2975,377.205174292231
15,73112,73112,69,1320,3050,593.249125209521
16,71792,71792,88,933,3125,786.284025608551
17,70859,70859,100,681,3200,909.048199544129
18,70178,70178,103,712,3275,931.484695686579
19,69466,69466,94,810,3350,848.100277280071
20,68656,68656,77,1273,3425,679.310358083775
21,67383,67383,56,1860,3500,466.440597071176
22,65523,65523,36,2970,3575,261.608935830615
23,62553,62553,21,5185,3650,114.965308787709
24,57368,57368,16,6759,3725,62.4131902178511
25,50609,50609,21,5399,3800,116.819171566152
26,45210,45210,36,3210,3875,264.862771123612
27,42000,42000,57,2070,3950,470.29775251753
28,39930,39930,78,1451,4025,682.826467507219
29,38479,38479,95,1024,4100,850.414474465142
30,37455,37455,103,952,4175,932.030384451924
31,36503,36503,100,1011,4250,907.69177624843
32,35492,35492,88,1192,4325,783.357589981512
33,34300,34300,68,1920,4400,589.469170755651
34,32380,32380,47,2850,4475,373.497165692358
35,29530,29530,28,4860,4550,188.31905391813
36,24670,24670,17,7556,4625,79.2728955077235
37,17114,17114,17,7509,4700,73.0569931577366
38,9605,9605,27,5276,4775,171.193216550619
39,4512,4512,44,3300,4850,349.65439557935
40,2260,2260,66,2220,4925,564.747009566487
41,1364,1364,86,1582,5000,763.808884990814
42,900,900,99,1253,5075,898.102732222843
43,587,587,103,1216,5150,934.748733798512
44,322,322,96,1332,5225,864.774670458113
45,90,90,80,1838,5300,705.31263333815
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
