"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97727,97727,59,990,2000,499.271294626046
2,96737,96737,59,1050,2075,499.271294626046
3,95687,95687,80,747,2150,708.714277794791
4,94940,94940,96,454,2225,866.878314104426
5,94486,94486,103,420,2300,935.039331302742
6,94066,94066,99,490,2375,896.509135181012
7,93576,93576,86,738,2450,760.721261537402
8,92838,92838,66,1140,2525,560.921317607522
9,91698,91698,44,1770,2600,346.027297932059
10,89928,89928,26,3060,2675,168.652753218511
11,86868,86868,17,4830,2750,72.2251581662673
12,82038,82038,18,4680,2825,80.3533510740646
13,77358,77358,29,3000,2900,191.047266837436
14,74358,74358,47,1890,2975,377.205174292231
15,72468,72468,69,1320,3050,593.249125209521
16,71148,71148,88,946,3125,786.284025608551
17,70202,70202,100,689,3200,909.048199544129
18,69513,69513,103,681,3275,931.484695686579
19,68832,68832,94,808,3350,848.100277280071
20,68024,68024,77,1268,3425,679.310358083775
21,66756,66756,56,1860,3500,466.440597071176
22,64896,64896,36,2970,3575,261.608935830615
23,61926,61926,21,5190,3650,114.965308787709
24,56736,56736,16,6713,3725,62.4131902178511
25,50023,50023,21,5397,3800,116.819171566152
26,44626,44626,36,3210,3875,264.862771123612
27,41416,41416,57,2070,3950,470.29775251753
28,39346,39346,78,1447,4025,682.826467507219
29,37899,37899,95,1026,4100,850.414474465142
30,36873,36873,103,935,4175,932.030384451924
31,35938,35938,100,1006,4250,907.69177624843
32,34932,34932,88,1180,4325,783.357589981512
33,33752,33752,68,1920,4400,589.469170755651
34,31832,31832,47,2850,4475,373.497165692358
35,28982,28982,28,4860,4550,188.31905391813
36,24122,24122,17,7542,4625,79.2728955077235
37,16580,16580,17,7547,4700,73.0569931577366
38,9033,9033,27,5280,4775,171.193216550619
39,4074,4074,44,3300,4850,349.65439557935
40,1874,1874,66,2220,4925,564.747009566487
41,993,993,86,1568,5000,763.808884990814
42,581,581,99,1251,5075,898.102732222843
43,313,313,103,1210,5150,934.748733798512
44,136,136,96,1333,5225,864.774670458113
45,42,42,80,1833,5300,705.31263333815
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
