"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98591,98591,59,990,2000,499.271294626046
2,97601,97601,59,1050,2075,499.271294626046
3,96551,96551,80,742,2150,708.714277794791
4,95809,95809,96,467,2225,866.878314104426
5,95342,95342,103,434,2300,935.039331302742
6,94908,94908,99,477,2375,896.509135181012
7,94431,94431,86,724,2450,760.721261537402
8,93707,93707,66,1140,2525,560.921317607522
9,92567,92567,44,1770,2600,346.027297932059
10,90797,90797,26,3060,2675,168.652753218511
11,87737,87737,17,4830,2750,72.2251581662673
12,82907,82907,18,4680,2825,80.3533510740646
13,78227,78227,29,3000,2900,191.047266837436
14,75227,75227,47,1890,2975,377.205174292231
15,73337,73337,69,1320,3050,593.249125209521
16,72017,72017,88,906,3125,786.284025608551
17,71111,71111,100,710,3200,909.048199544129
18,70401,70401,103,686,3275,931.484695686579
19,69715,69715,94,795,3350,848.100277280071
20,68920,68920,77,1271,3425,679.310358083775
21,67649,67649,56,1860,3500,466.440597071176
22,65789,65789,36,2970,3575,261.608935830615
23,62819,62819,21,5187,3650,114.965308787709
24,57632,57632,16,6733,3725,62.4131902178511
25,50899,50899,21,5400,3800,116.819171566152
26,45499,45499,36,3210,3875,264.862771123612
27,42289,42289,57,2070,3950,470.29775251753
28,40219,40219,78,1455,4025,682.826467507219
29,38764,38764,95,1009,4100,850.414474465142
30,37755,37755,103,936,4175,932.030384451924
31,36819,36819,100,1026,4250,907.69177624843
32,35793,35793,88,1195,4325,783.357589981512
33,34598,34598,68,1920,4400,589.469170755651
34,32678,32678,47,2850,4475,373.497165692358
35,29828,29828,28,4860,4550,188.31905391813
36,24968,24968,17,7487,4625,79.2728955077235
37,17481,17481,17,7545,4700,73.0569931577366
38,9936,9936,27,5280,4775,171.193216550619
39,4743,4743,44,3300,4850,349.65439557935
40,2196,2196,66,2220,4925,564.747009566487
41,1287,1287,86,1588,5000,763.808884990814
42,819,819,99,1246,5075,898.102732222843
43,524,524,103,1219,5150,934.748733798512
44,272,272,96,1324,5225,864.774670458113
45,90,90,80,1831,5300,705.31263333815
46,5,5,59,2730,5375,495.404490558559
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
