"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98003,98003,59,990,2000,499.271294626046
2,97013,97013,59,1050,2075,499.271294626046
3,95963,95963,80,740,2150,708.714277794791
4,95223,95223,96,453,2225,866.878314104426
5,94770,94770,103,419,2300,935.039331302742
6,94351,94351,99,470,2375,896.509135181012
7,93881,93881,86,742,2450,760.721261537402
8,93139,93139,66,1140,2525,560.921317607522
9,91999,91999,44,1770,2600,346.027297932059
10,90229,90229,26,3060,2675,168.652753218511
11,87169,87169,17,4830,2750,72.2251581662673
12,82339,82339,18,4680,2825,80.3533510740646
13,77659,77659,29,3000,2900,191.047266837436
14,74659,74659,47,1890,2975,377.205174292231
15,72769,72769,69,1320,3050,593.249125209521
16,71449,71449,88,922,3125,786.284025608551
17,70527,70527,100,701,3200,909.048199544129
18,69826,69826,103,700,3275,931.484695686579
19,69126,69126,94,832,3350,848.100277280071
20,68294,68294,77,1268,3425,679.310358083775
21,67026,67026,56,1860,3500,466.440597071176
22,65166,65166,36,2970,3575,261.608935830615
23,62196,62196,21,5190,3650,114.965308787709
24,57006,57006,16,6663,3725,62.4131902178511
25,50343,50343,21,5399,3800,116.819171566152
26,44944,44944,36,3210,3875,264.862771123612
27,41734,41734,57,2070,3950,470.29775251753
28,39664,39664,78,1446,4025,682.826467507219
29,38218,38218,95,1040,4100,850.414474465142
30,37178,37178,103,935,4175,932.030384451924
31,36243,36243,100,996,4250,907.69177624843
32,35247,35247,88,1199,4325,783.357589981512
33,34048,34048,68,1920,4400,589.469170755651
34,32128,32128,47,2850,4475,373.497165692358
35,29278,29278,28,4860,4550,188.31905391813
36,24418,24418,17,7510,4625,79.2728955077235
37,16908,16908,17,7556,4700,73.0569931577366
38,9352,9352,27,5278,4775,171.193216550619
39,4147,4147,44,3300,4850,349.65439557935
40,1990,1990,66,2220,4925,564.747009566487
41,1052,1052,86,1572,5000,763.808884990814
42,559,559,99,1236,5075,898.102732222843
43,290,290,103,1212,5150,934.748733798512
44,102,102,96,1340,5225,864.774670458113
45,17,17,80,1850,5300,705.31263333815
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
