"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98244,98244,59,990,2000,499.271294626046
2,97254,97254,59,1050,2075,499.271294626046
3,96204,96204,80,731,2150,708.714277794791
4,95473,95473,96,467,2225,866.878314104426
5,95006,95006,103,438,2300,935.039331302742
6,94568,94568,99,486,2375,896.509135181012
7,94082,94082,86,738,2450,760.721261537402
8,93344,93344,66,1140,2525,560.921317607522
9,92204,92204,44,1770,2600,346.027297932059
10,90434,90434,26,3060,2675,168.652753218511
11,87374,87374,17,4830,2750,72.2251581662673
12,82544,82544,18,4680,2825,80.3533510740646
13,77864,77864,29,3000,2900,191.047266837436
14,74864,74864,47,1890,2975,377.205174292231
15,72974,72974,69,1320,3050,593.249125209521
16,71654,71654,88,929,3125,786.284025608551
17,70725,70725,100,700,3200,909.048199544129
18,70025,70025,103,680,3275,931.484695686579
19,69345,69345,94,806,3350,848.100277280071
20,68539,68539,77,1273,3425,679.310358083775
21,67266,67266,56,1860,3500,466.440597071176
22,65406,65406,36,2970,3575,261.608935830615
23,62436,62436,21,5190,3650,114.965308787709
24,57246,57246,16,6685,3725,62.4131902178511
25,50561,50561,21,5392,3800,116.819171566152
26,45169,45169,36,3210,3875,264.862771123612
27,41959,41959,57,2070,3950,470.29775251753
28,39889,39889,78,1459,4025,682.826467507219
29,38430,38430,95,1004,4100,850.414474465142
30,37426,37426,103,953,4175,932.030384451924
31,36473,36473,100,1013,4250,907.69177624843
32,35460,35460,88,1215,4325,783.357589981512
33,34245,34245,68,1920,4400,589.469170755651
34,32325,32325,47,2850,4475,373.497165692358
35,29475,29475,28,4860,4550,188.31905391813
36,24615,24615,17,7555,4625,79.2728955077235
37,17060,17060,17,7580,4700,73.0569931577366
38,9480,9480,27,5276,4775,171.193216550619
39,4334,4334,44,3300,4850,349.65439557935
40,2020,2020,66,2220,4925,564.747009566487
41,1235,1235,86,1555,5000,763.808884990814
42,749,749,99,1247,5075,898.102732222843
43,430,430,103,1218,5150,934.748733798512
44,227,227,96,1349,5225,864.774670458113
45,91,91,80,1843,5300,705.31263333815
46,32,32,59,2730,5375,495.404490558559
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
