"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97722,97722,59,990,2000,499.271294626046
2,96732,96732,59,1050,2075,499.271294626046
3,95682,95682,80,746,2150,708.714277794791
4,94936,94936,96,463,2225,866.878314104426
5,94473,94473,103,447,2300,935.039331302742
6,94026,94026,99,496,2375,896.509135181012
7,93530,93530,86,741,2450,760.721261537402
8,92789,92789,66,1140,2525,560.921317607522
9,91649,91649,44,1770,2600,346.027297932059
10,89879,89879,26,3060,2675,168.652753218511
11,86819,86819,17,4830,2750,72.2251581662673
12,81989,81989,18,4680,2825,80.3533510740646
13,77309,77309,29,3000,2900,191.047266837436
14,74309,74309,47,1890,2975,377.205174292231
15,72419,72419,69,1320,3050,593.249125209521
16,71099,71099,88,902,3125,786.284025608551
17,70197,70197,100,715,3200,909.048199544129
18,69482,69482,103,692,3275,931.484695686579
19,68790,68790,94,817,3350,848.100277280071
20,67973,67973,77,1263,3425,679.310358083775
21,66710,66710,56,1860,3500,466.440597071176
22,64850,64850,36,2970,3575,261.608935830615
23,61880,61880,21,5189,3650,114.965308787709
24,56691,56691,16,6699,3725,62.4131902178511
25,49992,49992,21,5392,3800,116.819171566152
26,44600,44600,36,3210,3875,264.862771123612
27,41390,41390,57,2070,3950,470.29775251753
28,39320,39320,78,1460,4025,682.826467507219
29,37860,37860,95,1025,4100,850.414474465142
30,36835,36835,103,941,4175,932.030384451924
31,35894,35894,100,993,4250,907.69177624843
32,34901,34901,88,1183,4325,783.357589981512
33,33718,33718,68,1920,4400,589.469170755651
34,31798,31798,47,2850,4475,373.497165692358
35,28948,28948,28,4860,4550,188.31905391813
36,24088,24088,17,7443,4625,79.2728955077235
37,16645,16645,17,7528,4700,73.0569931577366
38,9117,9117,27,5279,4775,171.193216550619
39,4159,4159,44,3300,4850,349.65439557935
40,2199,2199,66,2220,4925,564.747009566487
41,1319,1319,86,1590,5000,763.808884990814
42,741,741,99,1239,5075,898.102732222843
43,372,372,103,1208,5150,934.748733798512
44,145,145,96,1354,5225,864.774670458113
45,59,59,80,1859,5300,705.31263333815
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
